FacilityID,TankIDAssociatedwithRelease,LUSTID,FederallyReportableRelease,SiteName,SiteAddress,SiteAddress2,SiteCity,Zipcode,County,State,EPARegion,FacilityType,TribalSite,Tribe,Latitude,Longitude,CoordinateSource,LUSTStatus,ReportedDate,NFADate,MediaImpactedSoil,MediaImpactedGroundwater,MediaImpactedSurfaceWater,SubstanceReleased1,QuantityReleased1,Unit1,SubstanceReleased2,QuantityReleased2,Unit2,SubstanceReleased3,AmountReleased3,Unit3,SubstanceReleased4,AmountReleased4,Unit4,SubstanceReleased5,AmountReleased5,Unit5,SourceOfRelease1,CauseOfRelease1,SourceOfRelease2,CauseOfRelease2,SourceOfRelease3,CauseOfRelease3,HowReleaseDetected,CorrectiveActionStrategy1,CorrectiveActionStrategy1StartDate,CorrectiveActionStrategy2,CorrectiveActionStrategy2StartDate,CorrectiveActionStrategy3,CorrectiveActionStrategy3StartDate,ClosedWithContamination,NoFurtherActionLetterURL,MilitaryDoDSite
6202,,9LTG37,No,JIM CHENET PROPERTY,1761 179TH PLACE,,Knoxville,502210000,Marion,IA,7,,,,41.2672,-93.00888,Geocoded address,No further action,1998-04-27,1999-12-20,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
1469,,7LTE27,No,DON'S SERVICE,203 N JEFFERSON,,Indianola,501250000,Warren,IA,7,,,,41.36155,-93.55865,GPS,No further action,1989-07-14,2002-02-14,No,No,No,,,,,,,,,,,,,,,,,,,,,,At tank removal,,,,,,,Yes,,Unknown
16766,,8LTP15,No,WAREHOUSE,20 22ND AVENUE SW,,Cedar Rapids,524010000,Louisa,IA,7,,,,41.08961,-91.25493,GPS,No further action,1991-07-27,1999-01-14,No,No,No,Diesel,,Gallons,Gasoline,,Gallons,,,,,,,,,,,,Unknown,Unknown,,,At tank removal,,,,,,,Yes,,Unknown
6497,,9LTM31,No,FORMER BIG JOHN'S 66,412 2ND AVENUE,,Sibley,512490000,Osceola,IA,7,,,,43.40485,-95.75108,Other,,2005-12-14,,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Tank,Tank corrosion,,,,,Other,,,,,,,Yes,,Unknown
236,,9LTB19,No,FORMER WAVERLY AIR FORCE STATION,520 Walnut Ct,BUILDING 203,Waverly,506770000,Bremer,IA,7,,,,42.68799,-92.48346,GPS,,1994-12-02,,No,No,No,Fuel Oil,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
7152,,9LTG60,No,WILLIAMSTOWN STORE,2715 MCCLOUD AVE,,New Hampton,506590000,Chickasaw,IA,7,,,,42.96923,-92.31855,GPS,,1998-07-16,,No,No,No,Diesel,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
677,,7LTE75,No,FORMER SEVEN STATES OIL,337 S MAIN,,Monticello,523100000,Jones,IA,7,,,,42.23437,-91.18518,GPS,No further action,,2004-04-09,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
6524,,8LTM77,No,LEROYS D-X SHOWCASE,1020 WASHINGTON,,Waterloo,507020000,Black Hawk,IA,7,,,,42.48924,-92.33802,GPS,,1991-04-17,,No,No,No,Kerosene,,Gallons,Gasoline,,Gallons,Diesel,,Gallons,,,,,,,,,,,Unknown,Unknown,At tank removal,,,,,,,Yes,,Unknown
197,,8LTY99,No,RTC PROPERTY,1139-1161 FLAMMANG DR,,Waterloo,50702,Black Hawk,IA,7,,,,42.46236,-92.33205,GPS,,1994-05-12,,No,No,No,Fuel Oil,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
9678,,7LTL26,No,IDOT,15TH ST AND C AVENUE WEST,,Albia,525310000,Monroe,IA,7,,,,41.01358,-92.81258,GPS,,1990-03-23,,No,No,No,Waste Oil,0.0,Gallons,,,,,,,,,,,,,,,,,,,At tank removal,Over-excavation:Thru Over-excavation,,,,,,Yes,,Unknown
6021,,8LTP92,No,W & H COOP OIL CO GOLDFIELD CARDTROL,101 MAIN ST,,Goldfield,50542,Wright,IA,7,,,,42.7318,-93.92007,GPS,No further action,1991-08-27,2000-01-25,No,No,No,Diesel,,Gallons,Gasoline,,Gallons,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
12137,,8LTN28,No,E & F CEMENT & ASPHALTIC CONCRETE CO INC,714 31ST AVE SW,,Cedar Rapids,524040000,Linn,IA,7,,,,41.94754,-91.67955,GPS,No further action,1991-04-25,2009-12-04,No,No,No,Diesel,,Gallons,Gasoline,,Gallons,,,,,,,,,,,,Unknown,Unknown,,,Other,,,,,,,Yes,,Unknown
1811,,7LTQ41,No,TEXACO FOOD MART,1520 JEFFREYS DR,,Osceola,502130000,Clarke,IA,7,,,,41.02732,-93.7885,GPS,No further action,1990-08-08,1999-06-02,No,No,No,Diesel,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,At tank removal,,,,,,,Yes,,Unknown
4518,,9LTA57,No,MORELAND GARAGE-Farrar,13420 NE 111 ST,,Mingo,501610000,Polk,IA,7,,,,41.80603,-93.37024,GPS,No further action,1994-10-07,2011-08-31,Yes,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,Over-excavation:Land Application,2011-08-17,,,,,Yes,,Unknown
3583,,9LTA22,No,DICKINSON COUNTY,1212 Q AVENUE,,Milford,513510000,Dickinson,IA,7,,,,43.3277,-95.14595,GPS,,1994-08-12,,No,No,No,Diesel,,Gallons,Gasoline,,Gallons,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,,,,,,,Yes,,Unknown
6921,,7LTX81,No,CASEY'S GENERAL STORE 6,407 8TH ST SW,,Altoona,50009,Polk,IA,7,,,,41.64446,-93.46908,GPS,No further action,1987-10-07,2002-09-18,No,No,No,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
9933,,9LTK95,No,HOOVER HIGH SCHOOL,4800 AURORA AVE,,Des Moines,503100000,Polk,IA,7,,,,41.63532,-93.68318,GPS,,2003-06-02,,No,No,No,Fuel Oil,,Gallons,,,,,,,,,,,,,Piping,Piping failure,,,,,Other,,,,,,,Yes,,Unknown
7473,,7LTI05,No,JIFFY LUBE/AMOCO TRANSMISSIONS,220 S DUFF AVE,,Ames,500100000,Story,IA,7,,,,42.02137,-93.61002,Other,No further action,1989-12-14,2001-07-25,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,At tank removal,,,,,,,Yes,,Unknown
17297,,9LTB92,No,CEC ASHTON,3002 3RD ST,,Ashton,51232,Osceola,IA,7,,,,43.31077,-95.79026,Other,No further action,1995-06-26,1995-10-12,No,No,No,Diesel,,Gallons,,,,,,,,,,,,,Tank,Overfill (general),,,,,Other,Over-excavation:Thru Over-excavation,1995-06-15,,,,,Yes,,Unknown
9477,,7LTK50,No,IDOT MAINT GARAGE,805 E SPRING ST,,New Hampton,506590000,Chickasaw,IA,7,,,,43.05803,-92.30462,GPS,No further action,1989-12-04,2021-07-16,No,No,No,,,,,,,,,,,,,,,,,,,,,,Other,Over-excavation:Other,2016-06-23,,,,,Yes,,Unknown
2441,,8LTG47,No,CASEYS GENERAL STORE 4314,1118 S DUFF AVE,,Ames,50010,Story,IA,7,,,,42.01222,-93.60965,Geocoded address,No further action,1990-10-25,1999-04-30,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
9073,,8LTF04,No,HUXLEY AMOCO,310 N HWY 69,,Huxley,501240000,Story,IA,7,,,,41.89509,-93.60013,GPS,No further action,1990-10-25,2016-07-28,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
5131,,9LTO53,No,BUY LOW SELF-SERVE / DJs,833 MAIN ST,,Plainfield,50666,Bremer,IA,7,,,,42.84803,-92.53763,GPS,,2009-08-29,,No,No,No,Waste Oil,0.0,Gallons,,,,,,,,,,,,,Other,Other,,,,,Other,,,,,,,Yes,,Unknown
9639,,8LTU40,No,EXPRESS LANE 41,1909 HARRISON ST,,Davenport,52803,Scott,IA,7,,,,41.53845,-90.57689,Other,No further action,1992-08-24,2001-05-07,No,No,No,Waste Oil,,Gallons,Gasoline,,Gallons,,,,,,,,,,,,Unknown,Unknown,,,Other,,,,,,,Yes,,Unknown
10754,,8LTS24,No,TREIBER CONSTRUCTION CO,2723 N CLARK STREET,,Davenport,528040000,Scott,IA,7,,,,41.54758,-90.62049,GPS,,1992-02-25,,No,No,No,Diesel,,Gallons,Gasoline,,Gallons,,,,,,,,,,,,Unknown,Unknown,,,At tank removal,,,,,,,Yes,,Unknown
16578,,9LTB60,No,JET STOP-NEW LONDON,301 W MAIN ST,,New London,52645-1309,Henry,IA,7,,,,40.92563,-91.40465,Other,,1995-04-07,,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
3605,,7LTI18,No,KOSSUTH COUNTY SHED,3rd St,,Swea City,505900000,Kossuth,IA,7,,,,43.38642,-94.30966,GPS,,,,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,At tank removal,,,,,,,Yes,,Unknown
10150,,7LTK95,No,KUM & GO #787,Okoboji Grove Rd,,Arnolds Park,513310000,Dickinson,IA,7,,,,43.36759,-95.12814,Other,No further action,1990-03-19,1999-07-16,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
11136,,8LTO54,No,PHELPS IMP TIRE & AUTO CORP,15th St,,Grundy Center,506380000,Grundy,IA,7,,,,42.36112,-92.78353,Other,,1991-06-20,,No,No,No,Diesel,,Gallons,Gasoline,,Gallons,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,,,,,,,Yes,,Unknown
7484,,8LTF43,No,AGSTATE #645,201 E CEDAR ST,,Marcus,51035,Cherokee,IA,7,,,,42.82532,-95.80607,Other,No further action,1990-10-08,2000-01-10,Yes,No,No,Diesel,,Gallons,Gasoline,,Gallons,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
1596,,8LTI89,No,DARLING INTERNATIONAL,601 SE 18TH ST,,Des Moines,50317,Polk,IA,7,,,,41.58351,-93.58644,GPS,No further action,1990-11-19,2000-05-11,No,No,No,Waste Oil,,Gallons,Diesel,,Gallons,,,,,,,,,,,,,,,,At tank removal,,,,,,,Yes,,Unknown
7888,,8LTB81,No,LAND O LAKES FEED,1655 140TH STREET,,Clarence,52216,Cedar,IA,7,,,,41.8886,-91.04317,Map interpolation,,1990-10-17,,No,No,No,Diesel,0.0,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
7638,,7LTG40,No,FONDA TOOL & DIE,209 HOWARD ST,,Fonda,505400000,Pocahontas,IA,7,,,,42.58192,-94.84759,GPS,,,,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,At tank removal,Over-excavation:Thru Over-excavation,,,,,,Yes,,Unknown
8135,,8LTT79,No,IDHE'S 66 SERVICE,301 S MAIN ST,,Garnavillo,52049,Clayton,IA,7,,,,42.86588,-91.23422,GPS,,1992-06-16,,No,No,No,Diesel,,Gallons,Gasoline,,Gallons,,,,,,,,,,,,Unknown,Unknown,,,Other,,,,,,,Yes,,Unknown
34,,7LTH56,No,SEWER LIFT STATION-SOUTH,1222 United States Highway 69,,Indianola,501250000,Warren,IA,7,,,,41.33578,-93.55916,GPS,,,,No,No,No,Diesel,0.0,Gallons,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
9846,,8LTP31,No,FORMER RAYS DX,906 SUGAR GROVE,,Dallas Center,500630000,Dallas,IA,7,,,,41.68806,-93.95587,GPS,No further action,1991-07-31,2002-08-30,No,No,No,Waste Oil,,Gallons,Gasoline,,Gallons,,,,,,,,,,,,Unknown,Unknown,,,At tank removal,,,,,,,Yes,,Unknown
11588,,9LTD82,No,FORMER SERVICE STATION,1317 FIRST AVE W,,Newton,502080000,Jasper,IA,7,,,,41.69903,-93.07058,GPS,No further action,1996-07-24,2007-05-16,No,No,No,Waste Oil,0.0,Gallons,Gasoline,0.0,Gallons,Diesel,0.0,Gallons,,,,,,,,,,,Unknown,Unknown,Other,Over-excavation:Land Application,2003-07-10,,,,,Yes,,Unknown
24,,7LTE51,No,CHRISTIAN SCHOOL,630 1ST AVE SE,,Sioux Center,512500000,Sioux,IA,7,,,,43.072,-96.17321,GPS,,1989-07-26,,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,Over-excavation:Thru Over-excavation,,,,,,Yes,,Unknown
6738,,8LTN03,No,AMOCO JET STOP,2760 MOUNT PLEASANT ST,,Burlington,52601-2136,Des Moines,IA,7,,,,40.82608,-91.14137,Other,No further action,1991-04-04,1998-10-23,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
15,,7LTC87,No,WDM COMM SCH DIST,415 W 7TH,,West Des Moines,502650000,Polk,IA,7,,,,41.57469,-93.71118,GPS,,1989-03-20,,No,No,No,Other Petroleum,0.0,Gallons,Diesel,0.0,Gallons,,,,,,,,,,,,Unknown,Unknown,,,At tank removal,Over-excavation:Thru Over-excavation,,,,,,Yes,,Unknown
16849,,9LTI60,No,H & K PONY EXPRESS,711 S FOURTH,,Farmington,526260000,Van Buren,IA,7,,,,40.63381,-91.73663,GPS,,2000-03-17,,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
6509,,8LTN93,No,J I CASE CO,1930 DES MOINES AVE,,Burlington,526010000,Des Moines,IA,7,,,,40.82982,-91.10673,GPS,No further action,1989-01-17,2006-08-23,No,No,No,Diesel,800000000.0,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,,,,,,,Yes,,Unknown
4019,,8LTS57,No,MIMI'S,4103 FLOYD BLVD,,Sioux City,51108,Woodbury,IA,7,,,,42.54214,-96.35874,Map interpolation,,1992-03-09,,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
4732,,8LTT05,No,CASEY'S GENERAL STORE #2525,301 3RD ST E,,West Liberty,52776,Muscatine,IA,7,,,,41.57059,-91.26024,Other,No further action,1990-10-23,2001-03-23,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
3371,,8LTE78,No,COASTAL MART #1064,121 W MAIN ST,,Knoxville,501380000,Marion,IA,7,,,,41.31924,-93.09967,GPS,No further action,1990-10-24,2007-04-02,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
5026,,8LTS48,No,FORMER LES SNIDER,271 SOUTH CENTRAL AVE,,Hartley,513460000,O'Brien,IA,7,,,,43.17775,-95.47729,GPS,No further action,1992-03-02,2016-03-11,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
10910,,9LTS65,No,THE DEPOT NORWAY LLC,117 E RAILROAD ST,,Norway,52318,Benton,IA,7,,,,41.90266,-91.91964,GPS,Active: general,2019-12-02,,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Dispenser,Other,,,,,Other,Groundwater Treatment: Other,2021-04-27,,,,,Yes,,Unknown
9549,,9LTN58,No,OKY DOKY MART,713 FIRST AVE W,,Cascade,520330000,Dubuque,IA,7,,,,42.2958,-91.02125,GPS,No further action,2008-04-18,2009-04-01,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Dispenser,Other,,,,,Other,,,,,,,Yes,,Unknown
5871,,7LTQ06,No,OSKALOOSA GAS AND OIL,802 S MARKET ST,,Oskaloosa,525770000,Mahaska,IA,7,,,,41.28885,-92.64469,Geocoded address,No further action,1990-08-03,2010-07-12,No,No,No,Diesel,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
7496,,8LTS89,No,CENTRAL SOYA,1946 E HULL AVE,,Des Moines,503130000,Polk,IA,7,,,,41.62276,-93.58437,GPS,No further action,1992-04-17,1989-01-20,No,No,No,Waste Oil,,Gallons,Gasoline,,Gallons,Diesel,,Gallons,,,,,,,,,Unknown,Unknown,,,At tank removal,,,,,,,Yes,,Unknown
11048,,7LTF50,No,HUBBELL REALTY,519 SW 7TH STREET,,Des Moines,503090000,Polk,IA,7,,,,41.5778,-93.62237,GPS,No further action,1989-09-12,1999-09-04,No,No,No,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
5972,,8LTT43,No,ENVIROMARK,428 PERSHING ST,,Davenport,528010000,Scott,IA,7,,,,41.52445,-90.5714,GPS,,1992-05-08,,No,No,No,Diesel,,Gallons,Gasoline,,Gallons,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
3391,,7LTG25,No,VISTA STORES #1015,520 W MAIN,,Waukon,521720000,Allamakee,IA,7,,,,43.26906,-91.48345,GPS,No further action,1989-10-04,2001-02-16,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
525,,9LTK36,No,MERLE DURBY,11474 1st Ave E,,Thompson,50478-,Winnebago,IA,7,,,,43.37189,-93.76455,GPS,,2002-06-20,,No,No,No,Diesel,,Gallons,Gasoline,,Gallons,,,,,,,,,,Tank,Tank corrosion,,,,,Other,,,,,,,Yes,,Unknown
5189,,7LTO44,No,HOLIDAY STATION #102,411 E BROADWAY,,Council Bluffs,515010000,Pottawattamie,IA,7,,,,41.26457,-95.84138,GPS,No further action,1990-06-28,2003-04-17,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,,,,,,,Yes,,Unknown
17277,,9LTE51,No,DUBUQUE MUNICIPAL AIRPORT,11000 AIRPORT RD,,Dubuque,52001,Dubuque,IA,7,,,,42.40484,-90.70435,GPS,,1997-01-02,,No,No,No,Diesel,,Gallons,Gasoline,,Gallons,,,,,,,,,,,,Unknown,Unknown,,,At tank removal,,,,,,,Yes,,Unknown
9318,,8LTQ33,No,KUM & GO #4098,7229 UNIVERSITY AVE,,Windsor Heights,50324,Polk,IA,7,,,,41.60057,-93.71751,GPS,,1990-10-24,,No,No,No,Waste Oil,,Gallons,Gasoline,,Gallons,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,,,,,,,Yes,,Unknown
7162,,9LTN14,No,FORMER NISHNA VALLEY TRUCK STOP,HIWAY 59 & 45 (FERGUSON AVE),,Shenandoah,516010000,Page,IA,7,,,,40.77245,-95.38208,Map interpolation,No further action,2007-05-01,2012-09-06,No,No,No,Diesel,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,,,Unknown,Unknown,,,Other,,,,,,,Yes,,Unknown
7582,,7LTE67,No,ISU FIRE SERVICE,Haber Rd,,Ames,500110000,Story,IA,7,,,,42.03112,-93.63771,GPS,,1989-08-10,,No,No,No,Kerosene,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,At tank removal,,,,,,,Yes,,Unknown
637,,9LTR05,No,STAR ENERGY,124 W MARKET,,Odebolt,51458,Sac,IA,7,,,,42.314,-95.25131,Other,No further action,2015-07-23,2016-04-07,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Other,Other,,,,,Other,,,,,,,Yes,,Unknown
460,,9LTI10,No,LONGFELLOW ELEMENTARY,1820 IOWA AVENUE,,Clinton,52732,Clinton,IA,7,,,,41.82795,-90.20999,Other,No further action,1999-10-21,2000-01-24,No,No,No,Other Petroleum,,Gallons,,,,,,,,,,,,,Tank,Overfill (general),,,,,At tank removal,,,,,,,Yes,,Unknown
3139,,9LTF45,No,DES MOINES WATER WORKS,408 FLEUR DRIVE,,Des Moines,50321,Polk,IA,7,,,,41.5195,-93.77788,Map interpolation,,1997-11-03,,No,No,No,Diesel,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,,,,,,,Yes,,Unknown
11642,,7LTA59,No,CASEY'S GENERAL STORE #1680,802 GREEN ST,,Adel,50003,Dallas,IA,7,,,,41.6146,-94.01796,GPS,No further action,1988-08-01,2006-05-16,No,No,No,Other Petroleum,0.0,Gallons,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
3354,,8LTF87,No,PHILLIPS 66,446 E ARMY POST ROAD,,Des Moines,503150000,Polk,IA,7,,,,41.52672,-93.60693,GPS,No further action,1990-10-24,2006-08-24,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,,,,,,,Other,Surface Treatment: Air Stripper,1999-06-15,,,,,Yes,,Unknown
5637,,8LTW73,No,GRAHAM TIRE CO,401 FLINDT DR,,Storm Lake,505880000,Buena Vista,IA,7,,,,42.64124,-95.18583,Other,No further action,1993-08-09,2002-08-22,No,No,No,Diesel,,Gallons,Gasoline,,Gallons,,,,,,,,,,,,Unknown,Unknown,,,At tank removal,,,,,,,Yes,,Unknown
10879,,8LTD05,No,KWIK STOP,504 3RD ST,,Delhi,52223,Delaware,IA,7,,,,42.43043,-91.33051,GPS,Active: general,1990-10-16,,No,No,No,Kerosene,0.0,Gallons,Gasoline,0.0,Gallons,Diesel,0.0,Gallons,,,,,,,,,,,Unknown,Unknown,Other,Groundwater Treatment: Other,2023-11-14,,,,,Yes,,Unknown
7272,,7LTH32,No,HEDRICK & FINA,State Highway 149,,Fremont,52561,Mahaska,IA,7,,,,41.17636,-92.41083,GPS,No further action,1989-11-15,2001-04-26,Yes,No,No,Diesel,0.0,Gallons,,,,,,,,,,,,,,,,,,,At tank removal,,,,,,,Yes,,Unknown
4204,,8LTO05,No,KINGSLEY STATION,102 EAST SECOND,,Kingsley,510280000,Plymouth,IA,7,,,,42.58838,-95.96542,Other,No further action,1991-06-04,2002-09-04,No,No,No,Other Petroleum,,Gallons,Gasoline,,Gallons,Diesel,,Gallons,,,,,,,Unknown,Unknown,,,,,At tank removal,,,,,,,Yes,,Unknown
18325,,9LTQ83,No,IOWA INTERSTATE RAILROAD,RR RIGHT OF WAY,,Atlantic,50022,Cass,IA,7,,,,41.41063,-95.01878,Geocoded address,,2014-06-10,,No,No,No,Diesel,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,,,Tank,Tank corrosion,,,Other,,,,,,,Yes,,Unknown
5826,,8LTS44,No,PUBLIC SERVICES DEPT,232 SO MARQUETTE ST,,Davenport,528020000,Scott,IA,7,,,,41.51808,-90.59172,GPS,No further action,1992-02-17,2005-06-30,No,No,No,Waste Oil,,Gallons,Gasoline,,Gallons,Diesel,,Gallons,,,,,,,,,,,Unknown,Unknown,Other,,,,,,,Yes,,Unknown
1457,,7LTD17,No,HUBINGER,1156 Progress St,,Keokuk,526320000,Lee,IA,7,,,,40.38815,-91.39632,GPS,,1989-02-16,,No,No,No,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
3324,,7LTQ75,No,KERR-MCGEE #7727,500 WESLEY WAY,,Sioux City,511030000,Woodbury,IA,7,,,,42.49779,-96.41109,Map interpolation,No further action,1990-08-14,1998-09-21,No,No,No,Waste Oil,0.0,Gallons,Gasoline,0.0,Gallons,Diesel,0.0,Gallons,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
8378,,7LTF67,No,WEST GROCERY,103 SO LIBERTY,,Cincinnati,52549,Appanoose,IA,7,,,,40.63062,-92.92433,GPS,,,,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,At tank removal,Over-excavation:Thru Over-excavation,1990-07-15,,,,,Yes,,Unknown
2528,,7LTL81,No,SIOUX CITY WILBERT VAULT,5598 Humbolt Ave,,Sioux City,511020000,Woodbury,IA,7,,,,42.41118,-96.36737,Map interpolation,No further action,1990-05-02,2000-01-28,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,At tank removal,,,,,,,Yes,,Unknown
15816,,8LTB94,No,BRAYTON OIL,301 LINCOLN,,Brayton,500420000,Audubon,IA,7,,,,41.54369,-94.92422,GPS,No further action,1990-10-22,2019-05-21,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,Other,Groundwater Treatment: Air Sparging,2005-01-27,,,,,Yes,,Unknown
8446,,7LTN28,No,KUM & GO #647,1005 LINCOLN,,Cedar Falls,506130000,Black Hawk,IA,7,,,,42.54033,-92.43255,GPS,No further action,1990-05-18,2007-06-20,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
16807,,8LTN92,No,CHARLIES STANDARD,1300 WASHINGTON,,Hamburg,516400000,Fremont,IA,7,,,,40.60556,-95.65415,GPS,No further action,1991-05-24,2009-03-16,No,No,No,Diesel,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,Soil Venting:Active,2007-07-16,,,,,Yes,,Unknown
5928,,8LTI01,No,L & M GAS & GROCERY,320 W MAMIE EISENHOWER AVE,,Boone,50036,Boone,IA,7,,,,42.05903,-93.89711,Geocoded address,No further action,1990-11-02,2003-01-14,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
3998,,8LTP43,No,PALO ALTO COUNTY SHED,Airport Rd,,Emmetsburg,505360000,Palo Alto,IA,7,,,,43.10911,-94.69946,GPS,,1991-08-07,,No,No,No,,,,,,,,,,,,,,,,,,,,,,Other,Over-excavation:Thru Over-excavation,,,,,,Yes,,Unknown
6732,,9LTO76,No,BP,2202 U AVE,,Williamsburg,52361,Iowa,IA,7,,,,41.68566,-91.9102,GPS,No further action,2010-04-02,2016-06-13,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Other,Other,,,,,Other,,,,,,,Yes,,Unknown
484,,9LTJ08,No,IANG SHELDON ARMORY,920 WESTERN AVENUE,,Sheldon,51201-,Sioux,IA,7,,,,43.18207,-95.86266,GPS,No further action,2000-09-11,2003-01-24,No,No,No,Fuel Oil,,Gallons,Diesel,,Gallons,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
286,,9LTC77,No,"DEBRUCE GRAIN, INC.",New York Ave,,Creston,508010000,Union,IA,7,,,,41.05572,-94.36821,Map interpolation,No further action,1994-11-28,2007-09-28,No,No,No,Unknown,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
9369,,7LTK56,No,FORMER IDOT MAINTENANCE GARAGE,632 E Jones St,,Wyoming,523620000,Jones,IA,7,,,,42.05811,-90.99732,GPS,No further action,1989-12-11,2003-02-04,No,No,No,Diesel,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
259,,9LTB95,No,MCCONKEY PROPERTY,140 St,,Essex,516380000,Page,IA,7,,,,40.83323,-95.30839,GPS,,1995-02-27,,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
17020,,8LTS71,No,FORMER GREYHOUND BUS DEPOT,420 WEST 3RD STREET,,Davenport,528020000,Scott,IA,7,,,,41.52258,-90.57975,Other,No further action,1992-02-17,2000-07-18,No,No,No,Diesel,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
