Facilityid,Sitenumber,Facilityname,Facilityaddress1,Facilityaddress2,Facilitycity,Facilityzip,Facilitycounty,Casemanager,Section,Casedescription,Cause,Discoverydate,Currentstatus,Productreleased,Company,Ownercontact,Caccontact,Contacttitle,Caccompany,Howdiscovered
8240029,1,GALLOWAY GRO,820 Hwy. 70,,Gallaway,38036,Fayette,David Groce,FO,,,,8 Case Closed,,TUGWELL OIL CO INC, ,,,,
7920161,1,Little General #50,200 Mount Pelia Road,,Martin,38237,Weakley,Margaret Greene,FO,,,,0a Suspected Release - Closed,Gasoline,,, ,,Tri Star Energy LLC,
7920163,1,Kimberly's Market,545 East Union St.,,Gleason,38229,Weakley,Alan Dodge,FO,,,JUL-10-2019,1a Completed Tank Closure,,,,,,,8 Other
7928001,1,FORMER CRESTVIEW TRUCKSTOP,HWY 22,,Gleason,38229,Weakley,Robert Strong,FO,,7 Unknown,APR-24-1992,8 Case Closed,,MR. GEORGE LOWRANCE, ,,,,8 Other
7929006,1,Charles Archie Residence,2881 Greenfield Highway 54,,Greenfield,38230,Weakley,Susan Watts,LT-CR,,7 Unknown,FEB-14-1997,8 Case Closed,,,,,,,
7929007,1,Former McKelvy Grocery (Freeman Residence),Hwy 54,,Greenfield,,Weakley,Susan Watts,LT,,,,8 Case Closed,,,,,,,
8120003,1,NAYLOR'S EXXON,151 MAIN STREET,,Henderson,38340,Chester,Ronda Johnson,FO,,7 Unknown,JAN-22-2004,8 Case Closed,,JOHNSON & CLAYTON, ,,,,7 Environmental Audit
8120004,1,BOLTON FORD MERCURY,HWY 45,,Henderson,38340,Chester,Margaret Overstreet,FO,tank closure,,,1a Completed Tank Closure,,BOLTON FORD MERCURY, ,,,,
8120005,1,BRIDGES MARKET,HWY 22A,,Milledgeville,38359,Chester,Robert Strong,FO,,,,1a Completed Tank Closure,,BAKER ENERGY INC., ,,,,
8120011,1,CITY OF HENDERSON,118 E Mill Street,,Henderson,38340,Chester,Robert Strong,FO,,7 Unknown,OCT-28-1994,8 Case Closed,,CITY OF HENDERSON, ,,,,1 At Closure
8120011,2,CITY OF HENDERSON,127 S FRANKLIN AVE,,Henderson,38340,Chester,Robert Strong,FO,,7 Unknown,SEP-02-1999,8 Case Closed,,CITY OF HENDERSON, ,,,,1 At Closure
8120013,1,C-8,Unknown,,Henderson,38340,Chester,Susan Watts,TECH,04/08/2020 AFP memo,,,13 Abandoned Facility Project,,,,Dave Schmidt,,"ATC Group Services, LLC",
8120021,1,HIWAY TEXACO,HWY 45 AND 100,,Henderson,38340,Chester,LEC,FO,completed tank closure,,,8 Case Closed,,BAKER ENERGY INC., ,,,,
8120027,1,"Johnson and Clayton, Inc.",112 South Church St.,,Henderson,38340,Chester,Margaret Greene,FO,,,,0a Suspected Release - Closed,"Diesel, Jet Fuel, Kerosene",,,Steve Murphy,,SEMS,8 Other
8120028,1,CHICKASAW ONE STOP,10550 State Rt. 100 West,,Henderson,38340,Chester,George Cassidy,FO,.,7 Unknown,JAN-09-2007,8 Case Closed,,MFA OIL COMPANY, ,,,,8 Other
8120029,1,SMITH'S  GROCERY,7195 STATE ROUTE 100 EAST,,Jacks Creek,38347,Chester,Robert Strong,FO,,7 Unknown,JUL-05-2000,8 Case Closed,,RAY T. SMITH, ,,,,2 Release Detection
8120029,2,JONES GROCERY,7195 State Rt. 100 East,,Jacks Creek,38347,Chester,Robert Strong,FO,soil treatment by aeration.,,,8 Case Closed,,,,,,,1 At Closure
8120031,1,Mary`s Grocery,Highway 100,,Henderson,38340,Chester,Samantha Jollay,TECH,03/07/24 AFP memo,,,13 Abandoned Facility Project,,,, ,,"ATC Group Services, LLC dba Atlas Technical",
8120046,1,WELLS GROCERY,HWY 205,,Henderson,38340,Chester,Ronda Johnson,ENF,in AG's office- Atty.  Phillip Hilliard,7 Unknown,JUL-07-2006,8 Case Closed,,REEVES &  RHODES OIL CO, ,,,,1 At Closure
8120051,1,Henderson Super Saver,361 E MAIN ST,,Henderson,38340,Chester,Susan Watts,LT,,,NOV-10-1989,8 Case Closed,,E L GARNER, , ,,"SEMS, Inc.",8 Other
8120054,1,Corner Express,530 West Main St.,,Henderson,38340,Chester,Margaret Greene,FO,,,,0a Suspected Release - Closed,"Diesel, Jet Fuel, Kerosene",,,Steve Murphy,,SEMS,
8120056,1,GAS MART,336 WEST MAIN ST.,,Henderson,38340,Chester,Ronda Johnson,FO,low priority 6/17/03   overexcavate closure,7 Unknown,SEP-19-2002,1a Completed Tank Closure,, BOBBY & VICKY EVANS, ,,,,1 At Closure
8120058,1,MIFFLIN MARKET INC,9040 ST. RT. 200,,Luray,38352,Chester,Robert Strong,FO,closure,,,1a Completed Tank Closure,,JACKSON RACK & DISPLAY, ,,,,
8120059,1,Quick Stop # 2,105 North Church St.,,Henderson,38340,Chester,Susan Watts,LT-CR,2009 ARRA site                       Cost Recovery,7 Unknown,SEP-18-2006,8 Case Closed,Gasoline,Syed A-Mian /Muhammad, ,Dave Schmidt,,"ATC Group Services, LLC",2 Release Detection
8120064,1,Larry D Johnson,Rt. 3 Box 179 Aa,,Henderson,38340,Chester,Samantha Jollay,TECH,04/08/2020 AFP memo,,,13 Abandoned Facility Project,,,,Dave Scmidt,,"ATC Group Services, LLC",
8120065,1,M C JONES,353 South Church,,Henderson,38340,Chester,Robert Strong,FO,TDOT found soil contamination in right of way.,7 Unknown,JUN-30-2005,8 Case Closed,,JONES M C, ,,,,8 Other
8120066,1,HENDERSON PLAZA I,341 East  Main St.,,Henderson,38340,Chester,Robert Strong,FO,"tank closure, soil contamination",7 Unknown,FEB-15-2006,1a Completed Tank Closure,,HENDERSON PLAZA (JASON KEITH NOB, ,,,,1 At Closure
8120067,1,HENDERSON PLAZA II,253 N CHURCH ST,,Henderson,38340,Chester,Robert Strong,FO,tank closure,7 Unknown,OCT-25-2004,1a Completed Tank Closure,,ROBERT HOLMES, ,,,,1 At Closure
8120075,1,T J & L CONSTRUCTION CO INC,1670 OLD FRIENDSHIP ROAD,,Finger,38334,Chester,Robert Strong,FO,tank closure,,,1a Completed Tank Closure,,T J & L CONSTRUCTION CO INC, ,,,,
8120081,1,Roach Bros.,Highway 22 Po Box 170,,Enville,38332,Chester,Katrina Hunter,TECH,04/08/2020 AFP memo,,,13 Abandoned Facility Project,,,,Dave Schmidt,,"ATC Group Services, LLC",
8120083,1,BULL MARKET #25,245 WEST MAIN & CHURCH,,Henderson,38340,Chester,LEC,FO,,7 Unknown,MAR-13-2001,8 Case Closed,,BULL MARKET INC., ,,,,2 Release Detection
8120086,1,Cattlemen's Cafe,8450 Main St,jbethune1960@yahoo.com,Enville,38332-2044,Chester,Alan Dodge,FO,complete system closure,,,1a Completed Tank Closure,,,,,,,
8120088,1,BARCLAY INC,160 BARCLAY LOOP,,Henderson,38340,Chester,Robert Strong,FO,line leak detector tripping,6 Mechanical Failure,JAN-08-2001,8 Case Closed,,BARCLAY INC, ,,,,2 Release Detection
8120088,2,BARCLAY INC,160 BARCLAY LOOP,,Henderson,38340,Chester,Robert Strong,FO,tank closure,,,1a Completed Tank Closure,,BARCLAY INC, ,,,,
8120091,1,Henderson Food and Fuel,3825 Highway 45 North,,Henderson,38340,Chester,Doug Cantrell,FO,Phase 2 revealed benzene above ISLs,,FEB-25-2014,8 Case Closed,Gasoline,,Kamleshkumar Patel,Roger Paulson,,SEMS of Memphis,5 Site Check
8120091,2,Henderson Food and Fuel,3825 Highway 45 North,,Henderson,38340,Chester,Matthew Kyle Moore,FO,Line closure,,MAY-07-2014,1d Completed Line Closure,,,,,,,
8120092,1,Fast Stop #12,930-A East Main St.,,Henderson,38340,Chester,Alan Dodge,FO,kerosene PLLD failed line test,,JUL-19-2019,0a Suspected Release - Closed,,,,,,,2 Release Detection
8200011,1,Daisy Market,722 West Main Street,,Decaturville,38329,Decatur,Alan Dodge,FO,Diesel and kerosene tank struck by lightning ,,APR-22-2016,1a Completed Tank Closure,,,,,,,8 Other
8200011,2,Daisy Market,722 West Main Street,,Decaturville,38329,Decatur,Alan Dodge,FO,tank closure due to being struck by lightning,,,1a Completed Tank Closure,,,,wes Henson,,PM Environmental,
8570470,1,795 Airways ,795 Airways Blvd.,,Jackson,38301,Madison,Susan Watts,FO,,,,1 Tank Closure,,,,,,,
8200011,3,Daisy Market,722 West Main Street,,Decaturville,38329,Decatur,Alan Dodge,FO,multiple tanks closure,,,1a Completed Tank Closure,,,,,,,
8200013,1,DECATUR CO AVIATION CORP,257 West 9th,,Parsons,38363,Decatur,Ronda Johnson,FO,change in service to nonregulated substance,,,1a Completed Tank Closure,,DECATUR CO AVIATION CORP, ,,,,
8200019,1,DELTA 2012,1048 TENN. AVE.,,Parsons,38363,Decatur,Ronda Johnson,FO,Medium priority 6/17/03,7 Unknown,AUG-14-1996,8 Case Closed,,Williams Inc,Dan Reutlinger, ,,"SEMS, Inc.",1 At Closure
8200020,1,DOTTIES GULF S. S.,I-40 & HWY 69,,Holladay,38341,Decatur,LEC,FO,,5 Pipe Failure,JAN-06-1994,8 Case Closed,,T.L. BAKER OIL CO, , ,,"E. F. Williams & Associates, Inc.",3 On-site Impact
8200024,1,H---1,112 West Main,,Parsons,38363,Decatur,Susan Watts,LT,abandoned facility - owner/operator bankrupt,,,1a Completed Tank Closure,,E.L. MORGAN CO., ,Roger Paulson,,"SEMS, Inc.",
8200037,1,STA #50649  NIX EXXON,14075 Hwy 641,lat  35.84261   long -88.08642,Holladay,38341,Decatur,Alan Dodge,FO,"Rank 9/21/12(82).CAMR wells MW-1,3,8 EW 1, 3.",7 Unknown,JUL-11-1991,8 Case Closed,Gasoline,,,John Kuehnel,Mr.,"ARCADIS U.S., Inc.",7 Environmental Audit
8200038,1,OSCAR GIBSON AND CO.,174 Oscar Gibson Road,,Parsons,38363,Decatur,Dave Schmidt,LT - SL,,Unknown,JUL-26-2019,6 Corrective Action,Gasoline,ROBINSON OIL CO, , ,," ATC Group Services,LLC dba Atlas Technical",1 At Closure
8200040,1,"PARSONS NATURAL GAS SER. CTR,",WEST NINTH,,Parsons,38363,Decatur,Margaret Overstreet,FO,tank closure,,,1a Completed Tank Closure,,CITY OF PARSONS, ,,,,
8200043,1,RICKY'S TEXACO,401 W MAIN,,Parsons,38363,Decatur,Margaret Overstreet,FO,tank closure,,,1a Completed Tank Closure,,JAMES M RAMSEY, ,,,,
8200046,1,S-6,Highway 69,,Bath Springs,38311,Decatur,Susan Watts,TECH,04/08/2020 AFP memo,,,13 Abandoned Facility Project,,,,Dave Schmidt,,"ATC Group Services, LLC",
8200047,1,SUPER SERV,235 E Main,,Parsons,38363,Decatur,Bethanie Kirby,LT - SL,,,,1a Completed Tank Closure,,CHARLES SCOTT, ,Dave Schmidt,,ATC Group Services LLC,
8200058,1,READEY'S GROCERY,219 West Main St.,,Parsons,38363,Decatur,Susan Watts,LT,,,,1a Completed Tank Closure,,ROBINSON OIL CO, ,Roger Paulson,,"SEMS, Inc.",
8200066,1,BIG ORANGE SERVICE CENTER,1025 TENN AVE,,Parsons,38363,Decatur,Robert Strong,FO,,,,1a Completed Tank Closure,,BIG ORANGE SERVICE CENTER, ,,,,
8200069,1,Speedee Lube,406 W MAIN ST,,Parsons,38363,Decatur,Robert Strong,FO,,7 Unknown,FEB-14-1996,8 Case Closed,,Jerrod Cagle, ,,,,6 Tightness Testing
8200070,1,LANCASTERS SERVICE,10011 HWY 114,,Scotts Hill,38374,Decatur,Stephen Powlus,LT - SL,04/08/2020 AFP memo,,,1a Completed Tank Closure,,KENNETH LANCASTER, ,Dave Schmidt,,ATC Group Services,
8200071,1,BATES TIRE SALES & SERVICE,128 N. PLEASANT ST,,Decaturville,38329,Decatur,Susan Watts,LT,,8 Other,OCT-25-1995,8 Case Closed,,HOBERT BATES, , ,,"SEMS, Inc.",8 Other
8200072,1,FAST STOP #7,100 WEST MAIN,,Parsons,38363,Decatur,George Cassidy,FO,,5 Pipe Failure,OCT-19-1994,8 Case Closed,,HIGHLAND CORP, , ,,"COMPLIANCE ENGINEERING, L.P.",4 Off-site Impact
8200072,2,FAST STOP #7,100 WEST MAIN,,Parsons,38363,Decatur,Timothy Wallace,FO,Second Release-SEE CASE 1 TRACKING,8 Other,DEC-15-1996,8 Case Closed,,HIGHLAND CORP, , ,,"Compliance Engineering, L.P.",4 Off-site Impact
8200072,3,B P ONE STOP,27 West Main,,Parsons,38363,Decatur,April Cook,FO,line closure,,,8 Case Closed,,,,,,,
8200073,1,West Main Market,406 West Main,,Parsons,38363,Decatur,Stephen Powlus,TECH,,,,8 Case Closed,,,,Dave Schmidt,,ATC Group Services,
8200075,1,HOLLADAY SHELL,HWY 641 & I40,,Hollaway,38361,Decatur,Robert Strong,FO,,7 Unknown,MAR-30-1997,8 Case Closed,,MOTEL 22 OF DECATUR, ,,,,5 Site Check
8200076,1,DECATUR CO HIGHWAY DEPT,LUNA ST,,Decaturville,38329,Decatur,LEC,FO,,7 Unknown,,8 Case Closed,,DECATUR CO HIGHWAY D, ,,,,8 Other
8200079,1,CITY OF DECATURVILLE WRHS,SMITH STREET,,Decaturville,38329,Decatur,Robert Strong,FO,,7 Unknown,FEB-22-1999,8 Case Closed,,CITY OF DECATURVILLE, ,,,,1 At Closure
8200080,1,FISHER DALE DOCK,"ROUTE 2 
BOX 108AAG",,Decaturville,38329,Decatur,Andrew Taylor,FO,,,,1a Completed Tank Closure,,C W WRIGHT ENT. INC/LINDA WRIGHT, ,,,,
8200081,1,KEETON GROCERY,Rt.1,,Bath Springs,38311,Decatur,Robert Strong,FO,tank closure - in place.,,,1a Completed Tank Closure,,BRYAN KEETON, ,,,,
8200082,1,Holladay Express Shop,14075 Highway 641 South,,Holladay,38006,Decatur,Alan Dodge,FO,response to national response center phone complaint,,NOV-25-2013,8 Case Closed,,,,,,,8 Other
8200084,1,"Chong Yip, Inc",383 Tennessee Ave North,,Parsons,38363,Decatur,Robert Strong,FO,,,,1a Completed Tank Closure,,WARD OIL CO INC, ,,,,
8200086,1,Dottie's Marathon,13489 Highway 641 North,,Holladay,38341,Decatur,Susan Watts,ENF,,,,9 Other,,,,,,,
8200087,1,MCILLWAIN'S STATION,HIGHWAY 412,,Linden,37096,Decatur,Ronda Johnson,FO,,,,1a Completed Tank Closure,,MATHIS OIL CO INC, ,,,,
8200089,1,CITY OF PARSONS AIRPORT,257 West 9th,,Parsons,38363,Decatur,Ronda Johnson,FO,,,,1a Completed Tank Closure,,CITY OF PARSONS, ,,,,
8240002,1,B And B Grocery,24320 Highway 64,,Somerville,38068,Fayette,Samantha Jollay,TECH,03/07/24 AFP memo,,,13 Abandoned Facility Project,,,, ,,"ATC Group Services, LLC dba Atlas Technical",
8240003,1,B & G CULVERS GROC.,HWY 64,,Brunswick,38014,Fayette,Cindy Patton,FO,,7 Unknown,SEP-01-2002,1a Completed Tank Closure,,TN DEPT. OF TRANSPORTATION, ,,,,1 At Closure
8240004,1,BENNYS AUTOMOTIVE,22315 HWY 57,,Stanton,38069,Fayette,David Groce,FO,,,,1a Completed Tank Closure,,BENNY ROBERTS, ,,,,
8240014,1,CITY OF GALLAWAY,GALLAWAY RD,,Gallaway,38036,Fayette,David Groce,FO,,7 Unknown,APR-20-1999,8 Case Closed,,TUGWELL OIL CO INC, ,,,,1 At Closure
8240021,1,EXPRESS GAS,810 EAST FAYETTE STR 17825 HWY,,Somerville,38068,Fayette,Jeff Phillips,FO,,7 Unknown,SEP-27-1993,8 Case Closed,,GREGORY R VAUGHN, ,,,,7 Environmental Audit
8240023,1,FAYETTE CO BD OF ED.,110 Yancy St.,,Somerville,38068,Fayette,,,,,,,,FAYETTE CO BD OF ED., ,,,,
8240024,1,FAYETTE CO DEV. CENTER,115 East North St.,,Somerville,38068,Fayette,,,,,,,,BILLY BARNES, ,,,,
8240025,1,FAYETTE CO DEPT OF PUBLIC WORKS,117 Hiawatha,,Somerville,38068,Fayette,Cindy Patton,FO,Tank Closure,7 Unknown,NOV-13-1998,8 Case Closed,,FAYETTE CO DEPT OF PUBLIC WORKS, ,,,,1 At Closure
8240027,1,FINA MINI MART # 6,I-40 INTERSTATE R R 2,,Stanton,38069,Fayette,David Groce,FO,Closed,,,1a Completed Tank Closure,,COX OIL CO INC, ,,,,
8240027,2,FINA MINI MART # 6,I-40 INTERSTATE R R 2,,Stanton,38069,Fayette,Ghattis El Murr,FO,,,,1a Completed Tank Closure,,COX OIL CO INC, ,,,,
8240036,1,KD's Food & Fuel,318 West Fayettte St. (Highway 64),,Somerville,38068,Fayette,Geina Skinner,TECH,Case being managed under 8-249002,7 Unknown,FEB-09-2009,8 Case Closed,,WILLOUGHBY OIL CO., ,Steve Murphy,Mr.,"SEMS, Inc.",
8240038,1,Rhea Car Care Center,17170 HWY 64,,Somerville,38068,Fayette,David Groce,FO,,7 Unknown,APR-10-2000,0a Suspected Release - Closed,,"Rhea Oil Co., Inc.", ,,,,2 Release Detection
8240038,2,Rhea Car Care Center,17170 HWY 64,,Somerville,38068,Fayette,David Groce,FO,,7 Unknown,OCT-10-2000,8 Case Closed,,"Rhea Oil Co., Inc.", ,,,,2 Release Detection
8240038,3,Rhea Car Care Center,17170 HWY 64,,Somerville,38068,Fayette,Cindy Patton,FO,,7 Unknown,JAN-10-2001,8 Case Closed,,"Rhea Oil Co., Inc.", ,,,,2 Release Detection
8240038,4,Rhea Car Care Center,17170 Hwy 64,,Somerville,38068,Fayette,Cindy Patton,FO,,,FEB-05-2001,8 Case Closed,,"Rhea Oil Co., Inc.", ,,,,
8240038,5,Rhea Car Care Center,17170 Hwy 64,,Somerville,38068,Fayette,Doug Cantrell,LT - SL,Dual phase free product recovery system on site.,7 Unknown,APR-04-2001,8 Case Closed,Gasoline,"Rhea Oil Co., Inc.", , ,," ATC Group Services,LLC dba Atlas Technical",2 Release Detection
8240038,6,Rhea Car Care Center,17170 Highway 64,,Somerville,38068,Fayette,Cindy Patton,FO,,,,1a Completed Tank Closure,,,,,,,
8240038,7,Rhea Car Care Center,17170 Highway 64,,Somerville,38068,Fayette,Jeff Phillips,FO,Unapproved line closure,,,1a Completed Tank Closure,,,, ,,"Fisher & Arnold, Inc.",
8240040,1,V-1,I-40 at Exit 42 (Hwy 222),,Buena Vista,38318,Fayette,Susan Watts,LT,Abandoned Facility - owner/operator bankrupt,,,0a Suspected Release - Closed,,E.L. MORGAN CO., ,Roger Paulson,,"SEMS, Inc.",
8240041,1,DOBBINS AUTO PARTS,7660 HWY 64,,Oakland,38060,Fayette,JJB,FO,,,,1a Completed Tank Closure,, DOBBINS AUTO PARTS, ,,,,
8240041,2,DOBBINS AUTO PARTS,7660 HWY 64,,Oakland,38060,Fayette,David Groce,FO,,,,1a Completed Tank Closure,, DOBBINS AUTO PARTS, ,,,,
8240041,3,DOBBINS AUTO PARTS,7660 Highway 64,,Oakland,38060,Fayette,Jeff Phillips,FO,,,,1a Completed Tank Closure,,,,,,,
8240044,1,JOHN M C FERREN,ROUTE 3 BOX 1 A,,Somerville,38068,Fayette,David Groce,FO,,,,1a Completed Tank Closure,,JOHN M C FERREN, ,,,,
8240045,1,BROWN'S SERVICE CENTER,16500 Highway 64 West,,Somerville,38068,Fayette,Cindy Patton,FO,,,JUL-27-2005,1a Completed Tank Closure,,CINDY BROWN/ BROWN'S SERVICE CEN, ,,,,1 At Closure
8240050,1,Longtown Farms,Route 2 Box 181,,Mason,38049,Fayette,David Groce,FO,,,,0a Suspected Release - Closed,,Longtown Farms/Longtown Supply, ,,,,
8240050,2,Longtown Farms,Rt. 2 Box 181,,Mason,38049,Fayette,Cindy Patton,FO,From CDN C.I.,7 Unknown,JUN-07-2005,8 Case Closed,,,,,,,
8240051,1,LONGTOWN BP,3965 HWY 59,,Mason,38049,Fayette,Alison Dunehew,FO,"""inconclusives"" for two conecutive months",7 Unknown,OCT-07-2002,8 Case Closed,,LONGTOWN FARMS/LONGTOWN SUPPLY, ,,,,2 Release Detection
8240051,2,LONGTOWN BP,3965 HWY 59,,Mason,38049,Fayette,Cindy Patton,FO,,,,8 Case Closed,,LONGTOWN FARMS/LONGTOWN SUPPLY, ,,,,
8240058,1,MYERS TRACTOR SALES AND SERVICE,75 Old Brownsville Road,,Somerville,38068,Fayette,Jessica Carnes,LT - SL,,,,1a Completed Tank Closure,,N. R. NEWMAN DBA RIVES OIL CO, ,Roger Paulson,,"SEMS, Inc.",
8240059,2,Oakland Gin Co,120 Main Street,,Oakland,38060,Fayette,Samantha Jollay,TECH,03/07/24 AFP memo,,,13 Abandoned Facility Project,,,, ,,"ATC Group Services, LLC dba Atlas Technical",
8240061,1,HICKORY CENTER MARKET,3305 HWY 64,,Hickory Withe,38043,Fayette,Jeff Phillips,FO,from phase II,7 Unknown,JAN-08-2004,8 Case Closed,,HOLAMREZA MIRGHAHARI, , ,,"SCS Environmental Group, LLC",8 Other
8240061,2,Hickory Center Market.,3305 Highway 64,,Hickory Withe,38043,Fayette,Jeff Phillips,FO,UST system removal,,,1a Completed Tank Closure,,,,,,,
8240066,1,EXIT 42 66,RT.2 BOX 355,,Jackson,38301,Fayette,Cindy Patton,FO,,7 Unknown,FEB-12-2002,1a Completed Tank Closure,,RIVER OIL CO OF JACKSON, ,,,,1 At Closure
8240066,2,EXIT 42 66,Rt.2 Box  355,,Stanton,38069,Fayette,Karen Prosser,FO,,7 Unknown,APR-06-2004,8 Case Closed,,"DEERFIELD, L. L. C.", ,,,,7 Environmental Audit
8240069,1,ROSSVILLE GULF,HWY  57,,Rossville,38066,Fayette,Sharon Harrison,FO,15 Hp MK DPVE CAS - April 2003,7 Unknown,JAN-27-1998,8 Case Closed,,"RHEA OIL CO., INC.",see hist. #330 , ,,"E. Roberts Alley & Associates, Inc.",
8240070,1,SCOTTS GRO,MACON SOMMERVILLE RD,,Collierville,38017,Fayette,David Groce,FO,,,,1a Completed Tank Closure,,MCGINNIS OIL CO INC, ,,,,
8240071,1,L AND M QUICK STOP,14015 North Main St.,,Somerville,38068,Fayette,Jeff Phillips,FO,,7 Unknown,MAR-10-2006,8 Case Closed,,LAND MIDDLECOFF, ,,,,1 At Closure
8240072,1,SIDES GRO,HWY 57,,Moscow,38057,Fayette,JJB,FO,Tank closure,,,8 Case Closed,,SASSER OIL CO, ,,,,
8240076,1,SPECIALTY ALLOYS CORP.,210 OVERTON,,Gallaway,38036,Fayette,David Groce,FO,,7 Unknown,MAR-19-1997,8 Case Closed,,SPECIALTY ALLOYS CORP., ,,,,1 At Closure
8240088,1,WILLIAM & HOWARD DOWDY STORE,CO RD,,Laconia,38045,Fayette,Cindy Patton,FO,tANK cLOSURE,7 Unknown,DEC-29-1999,8 Case Closed,,MFA PETROLEUM COMPANY, ,,,,1 At Closure
8240089,1,BING'S GROCERY,14380 HWY 57,,Moscow,38057,Fayette,David Groce,FO,,,,8 Case Closed,,"RHEA OIL CO., INC.", ,,,,
8240089,2,Bing's Grocery,14380 Highway 57,,Moscow,38057,Fayette,Karim Bouzeid,FO,,,,1a Completed Tank Closure,,,,,,,
8240091,1,PATTATS QUICK STOP,I40 AT EXIT 42,,Somerville,38068,Fayette,David Groce,FO,,7 Unknown,NOV-24-1998,8 Case Closed,,THOMAS H FOWLER, ,,,,1 At Closure
8240092,1,PLEASANTS GRO,HWY 57 & 175,,Collierville,38017,Fayette,David Groce,FO,,7 Unknown,AUG-12-1999,1a Completed Tank Closure,,MCGINNIS OIL CO INC, ,,,,1 At Closure
8240093,1,GURKIN'S #6,16595 Highway 64,,Somerville,38068,Fayette,Geina Skinner,TECH,Case being managed under 8-249002,7 Unknown,MAY-10-2005,8 Case Closed,,GURKIN'S, , ,,"SCS Environmental Group, LLC",
8240094,1,CLARK'S TEXACO FOOD MART,110 East Fayette St.,,Somerville,38068,Fayette,Jeff Phillips,FO,Un approved line closure,,,1a Completed Tank Closure,,ROBERT CLARK HENSLEY, ,,,,
8240095,1,GRIPPS GROCERY,5305 HWY 59,,Mason,38049,Fayette,David Groce,FO,,,,1a Completed Tank Closure,,THELMA DAVIS, ,,,,
8240095,2,GRIPPS GENERAL STORE,5305 Highway 59,,Mason,38049,Fayette,Susan Watts,LT - SL,,Unknown,JUN-19-2019,8 Case Closed,Gasoline,,,Dave Schmidt,,ATC Group Services,
8240097,1,Bull Market B #17,17730 Highway 64,,Somerville,38068,Fayette,Rick Huchison,FO,,5 Pipe Failure,JUL-23-2008,6 Corrective Action,Gasoline,Bull Market Inc.,Reagan Burford,Shawn Stwart-Pool,Ms.,"SCS Environmental Group, LLC",3 On-Site Impact
9790504,4,GRIFFIN EXPRESS # 147,1671 Ontario,,Memphis,38127,Shelby,Heidi LaMountain,FO,,,,1a Completed Tank Closure,,,,,,,
8240098,1,TIGER MART #5,I40 & STANTON-SOMERVILLE EX42,,Somerville,38068,Fayette,David Groce,FO,Closed.,7 Unknown,NOV-23-1998,8 Case Closed,,TUGWELL OIL CO INC, ,,,,2 Release Detection
8240098,2,TIGER MART #5,I40 & STANTON-SOMERVILLE EX42,,Somerville,38068,Fayette,Karen Prosser,FO,,7 Unknown,MAY-06-2004,8 Case Closed,,TUGWELL OIL CO INC, ,,,,3 On-site Impact
8240100,1,KENNETH TAYLOR,8872 193 and 194 Junction,,Macon,38048,Fayette,Karen Prosser,FO,,,,1a Completed Tank Closure,,KENNETH TAYLOR, ,,,,
8240102,1,ANDERSON GENERAL MERCHANDISE,18350 HWY 194,,Somerville,38068,Fayette,Chuck Nance,FO,,,,1a Completed Tank Closure,,MRS HENRY S BRADSHER, ,,,,
8240103,1,Rossville Express,5495 Highway 57,,Rossville,38066,Fayette,Justin Evans,FO,UST system closure,,,1a Completed Tank Closure,,,, ,,Spatco Energy Solutions,5 Site Check
8240104,1,Moscow Express,14430 Highway 57,,Moscow,38057-3476,Fayette,Rick Huchison,FO,Line only PCA,,,1d Completed Line Closure,,,,,,,
8240113,1,THOMAS FOWLER,310 OLD 59 DRIVE,,Somerville,38068,Fayette,David Groce,FO,,,,1a Completed Tank Closure,,THOMAS H FOWLER, ,,,,
8240116,1,HARDEMAN FAYETTE FARMERS COOP,68 MEMPHIS ST,,Moscow,38057,Fayette,Susan Watts,LT,2009 ARRA site,7 Unknown,NOV-19-1990,8 Case Closed,,HARDEMAN FAYETTE FARMERS CO-OP, , ,,"SEMS, Inc.",
8240116,2,Mid-South Farmers Coop,165 Memphis St.,,Moscow,38057,Fayette,Roshanda Forsythe,FO,Tank Closure,,,1a Completed Tank Closure,,,,Wesley  Goodnight,Mr.,Ensafe,
8240120,1,Spence's Trading Post,799 East Highway 72 (Hwy 72 and I-269 interchange),,Piperton,38017,Fayette,Susan Watts,TECH,03/07/24 AFP memo,,,13 Abandoned Facility Project,,,, ,,"ATC Group Services, LLC dba Atlas Technical",
8240125,1,S B & C TRUCKING INC.,"135 PIERCE 
PO BOX 432",,Oakland,38060,Fayette,JJB,FO,Tank floated.,,,1a Completed Tank Closure,,S B & C TRUCKING INC., ,,,,
8240127,1,SUPER SHOP IN & OUT GROCERY,HWY 57,,La Grange,38046,Fayette,Jeff Phillips,FO,,,,1a Completed Tank Closure,,TYRONE WILLIAMS, ,,,,
8240128,1,TIGER MART EXXON HW,3340 Highway 64,,Eads,38028,Fayette,Alison Dunehew,FO,,,,8 Case Closed,,TUGWELL OIL CO INC, ,,,,
8240131,1,HOOPER QUICK STOP # 4,7020 Highway 64 South,,Oakland,38060,Fayette,Karen Prosser,FO,,,JAN-08-2008,8 Case Closed,,HOOPER QUICK-STOP # 4, ,,,,8 Other
8240132,1,H & M Stop,1235 Highway 57,,Piperton,38017,Fayette,Sharon Harrison,FO,LINE LEAK TEST FAILED;   NO PRODUCT RELEASED 2 ENV,,JUN-18-2008,8 Case Closed,,GRAVES OIL CO.,Joey Pitman,,,,6 Tightness Testing
