Facility ID,Tank IDAssociatedwith Release,LUSTID,Federally Reportable Release,Site Name,Site Address,Site Address2,Site City,Zipcode,County,State,EPARegion,Facility Type,Tribal Site,Tribe,Latitude,Longitude,Coordinate Source,LUSTStatus,Reported Date,NFADate,Media Impacted Soil,Media Impacted Groundwater,Media Impacted Surface Water,Substance Released1,Quantity Released1,Unit1,Substance Released2,Quantity Released2,Unit2,Substance Released3,Quantity Released3,Unit3,Substance Released4,Quantity Released4,Unit4,Substance Released5,Quantity Released5,Unit5,Source Of Release1,Cause Of Release1,Source Of Release2,Cause Of Release2,Source Of Release3,Cause Of Release3,How Release Detected,Corrective Action Strategy1,Corrective Action Strategy1Start Date,Corrective Action Strategy2,Corrective Action Strategy2Start Date,Corrective Action Strategy3,Corrective Action Strategy3Start Date,Closed With Contamination,No Further Action Letter URL,Military Do DSite
5000360,,95057,Yes,EXXON S/S #2-5377,1 FLORIDA AV NE,,Washington DC,22151,,DC,3,Retail fuel sales (non-marina),,,38.91023632,-77.00839384,,No further action,2010-08-10,2010-08-10,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
3000024,,95061,Yes,AMERICAN UNIVERSITY - LETTS HALL,4400 MASSACHUSETTS AV NW,,Washington DC,20016,,DC,3,Residential,,,38.93908142,-77.08841482,Geocoded address,No further action,1995-05-30,1996-03-07,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2001334,,95066,Yes,AMERICAN RED CROSS NATIONAL HQ,1730 E ST NW,,Washington DC,20006,,DC,3,Other,,,38.89513538,-77.04077982,Geocoded address,No further action,1995-08-03,1995-12-13,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
7000065,,95067,Yes,2801 ALABAMA LLC,2801 ALABAMA AV SE,,Washington DC,20036,,DC,3,Retail fuel sales (non-marina),,,38.85973045,-76.96770459,,No further action,1995-07-03,2009-09-21,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
8000662,,95068,Yes,ST ELIZABETHS HOSPITAL,2700 M L KING JR AV SE,,Washington DC,20020,,DC,3,Hospital (or other medical),,,38.8506843,-76.99472857,Geocoded address,No further action,2011-03-10,2011-03-10,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5003923,,95073,Yes,WAGGAMAN-BRAWNER REALTY CORP,1900 KENDALL ST NE,,Washington DC,20002,,DC,3,Industrial,,,38.91314213,-76.98742296,Geocoded address,No further action,1995-07-28,1995-08-28,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
6003663,,95076,Yes,GREENWOOD WAREHOUSE,732 6TH ST SE,,Washington DC,20003,,DC,3,Residential,,,38.88038,-76.99843,Geocoded address,No further action,1995-08-11,2000-09-29,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000106,,95077,Yes,BOILER PLANT BUILDING,636 I ST SE,,Washington DC,20003,,DC,3,Residential,,,38.88012324,-76.9970813,Geocoded address,No further action,1995-08-11,2000-09-29,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000271,,95078,Yes,D.C. MATERIALS CO.,25 POTOMAC AV SE,,Washington DC,20003,,DC,3,Industrial,,,38.87064374,-77.00795671,Geocoded address,No further action,1995-08-23,2013-11-06,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
1006015,,95080,Yes,RBD Inc.,2640 9TH ST. NW,,Washington DC,20009,,DC,3,Other,,,38.92399,-77.02451,Geocoded address,No further action,1995-08-30,1996-01-01,Yes,No,No,Waste/Used Oil,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
7000585,,95082,Yes,BENNING ROAD GENERATING STATION,3400 BENNING RD NE,,Washington DC,20010,,DC,3,Utility,,,38.89697815,-76.95213708,,No further action,1995-08-31,1997-09-17,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000035,,95087,Yes,BENNING RD BP,1950 BENNING RD NE,,Washington DC,20002,,DC,3,Retail fuel sales (non-marina),,,38.8988415,-76.97440103,Geocoded address,No further action,1995-09-08,1998-09-30,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
3001701,,95088,Yes,WUSA TRANSMITTER,4010 CHESAPEAKE ST NW,,Washington DC,20016,,DC,3,Industrial,,,38.95053443,-77.07930514,Geocoded address,No further action,1995-09-21,1995-10-21,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000082,,96005,Yes,FAR EAST TRADE CENTER,"777 7TH ST NW 
629 G ST NW",,Washington DC,20001,,DC,3,Other,,,38.89941378,-77.0216764,Geocoded address,No further action,1995-11-03,1999-03-18,Yes,No,No,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000022,,96006,Yes,LOGIN CIV BP,"1301 13TH ST NW
1231 N ST NW",,Washington DC,20005,,DC,3,Retail fuel sales (non-marina),,,38.90749683,-77.02935778,Geocoded address,No further action,1995-10-10,1997-06-04,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4000347,,96007,Yes,EXXON S/S #2-1076,6350 GEORGIA AV NW,,Washington DC,20011,,DC,3,Retail fuel sales (non-marina),,,38.96683953,-77.0278877,,No further action,1995-11-03,1996-10-07,Yes,No,No,Waste/Used Oil,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
7000333,,96008,Yes,EXXON S/S #2-4480,3825 ALABAMA AV SE,,Washington DC,20020,,DC,3,Retail fuel sales (non-marina),,,38.86559462,-76.95018661,,No further action,1995-11-09,1996-10-07,Yes,No,No,Waste/Used Oil,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000518,,96010,Yes,CABECO INC (FORMER SAFEWAY),"1801 FENWICK ST NE 
1401 OKIE ST NE",,Washington DC,20002,,DC,3,Commercial,,,38.91442866,-76.98412869,Geocoded address,No further action,1995-11-20,1996-02-27,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
6000730,,96012,Yes,ANACOSTIA FOOD & FUEL LLC,2305 PENNSYLVANIA AV SE,,Washington DC,20020,,DC,3,Retail fuel sales (non-marina),,,38.87421,-76.97344,,No further action,1995-11-24,2000-02-02,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000257,,96013,Yes,Naval Research Lab #71,4555 OVERLOOK AVE SW,,Washington DC,20008,,DC,3,Other,,,38.82125,-77.01767,Geocoded address,No further action,1995-11-29,1996-08-28,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
8000568,,96014,Yes,NAVAL ANACOSTIA - BLDG A355,SOUTH CAPITOL ST SW,,Washington DC,20374,,DC,3,Other,,,38.87503,-76.99664,Geocoded address,No further action,1995-10-09,2001-06-11,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,Yes
4000346,,96015,Yes,EXXON S/S #2-2738,4501 14TH ST NW,,Washington DC,20011,,DC,3,Retail fuel sales (non-marina),,,38.94530974,-77.03222909,Geocoded address,No further action,1995-12-11,1996-10-07,Yes,No,No,Waste/Used Oil,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
8000323,,96017,Yes,EXXON S/S #2-5050,4650 S CAPITOL ST SE,,Washington DC,20032,,DC,3,Retail fuel sales (non-marina),,,38.82253748,-77.00231419,Geocoded address,No further action,1996-01-11,1996-10-07,Yes,No,No,Waste/Used Oil,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4000656,,96018,Yes,PINEY BRANCH SHELL,6419 GEORGIA AV NW,,Washington DC,20011,,DC,3,Retail fuel sales (non-marina),,,38.96811547,-77.02705218,Geocoded address,No further action,1996-01-18,1996-03-21,Yes,No,No,Waste/Used Oil,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2001510,,96019,Yes,DC ARENA TASK FORCE - MCI ARENA,635 F ST NW,,Washington DC,20004,,DC,3,Commercial,,,38.89737,-77.02187,Geocoded address,No further action,1996-02-01,2011-01-20,Yes,No,No,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000533,,96020,Yes,MARATHON FLORIDA 228965,500 FLORIDA AV NE,,Washington DC,20002,,DC,3,Retail fuel sales (non-marina),,,38.90678922,-76.99899246,Geocoded address,Active: general,1996-02-02,,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
2000082,,96022,Yes,FAR EAST TRADE CENTER,"777 7TH ST NW 
629 G ST NW",,Washington DC,20001,,DC,3,Other,,,38.89941378,-77.0216764,Geocoded address,No further action,1996-02-06,2002-12-26,Yes,No,No,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
3000544,,96026,Yes,U.S. NAVAL OBSERVATORY,34TH & MASSACHUSETTS AV NW,,Washington DC,20007,,DC,3,Other,,,38.92457,-77.06757,Geocoded address,No further action,1996-02-29,2000-09-18,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,Yes
3000025,,96027,Yes,AMERICAN UNIVERSITY - WARD,4400 MASSACHUSETTS AV NW,,Washington DC,20016,,DC,3,School,,,38.93931,-77.08896,,No further action,1996-02-29,1996-03-07,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2003504,,96030,Yes,DC UNITED STADIUM,1711 1ST ST SW,,Washington DC,20004,,DC,3,Commercial,,,38.868406,-77.01260453,Geocoded address,No further action,1995-10-13,1996-07-15,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
9000377,,96032,Yes,2001 K ST NW,2001 K ST NW,,Washington DC,20036,,DC,3,Other,,,38.90336074,-77.04541446,Geocoded address,No further action,1995-06-20,1999-06-02,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
51,,96034,Yes,1724 K ST NW,1724 K ST NW,,Washington DC,20037,,DC,3,Other,,,38.90239,-77.04003,Geocoded address,No further action,1996-03-18,1996-08-06,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
7000624,,96036,Yes,SOBY INC,1329 KENILWORTH AV NE,,Washington DC,20019,,DC,3,Retail fuel sales (non-marina),,,38.90818104,-76.93697125,,No further action,1996-02-09,2007-02-20,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000770,,96040,Yes,"DUVAL OF WASHINGTON, D.C. INC",318 I ST NE,,Washington DC,20002,,DC,3,Other,,,38.90151951,-77.00099133,Geocoded address,No further action,1996-04-11,1996-07-26,Yes,No,No,Waste/Used Oil,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000151,,96044,Yes,BERGMANNS INC.,714 6TH ST NW,,Washington DC,20001,,DC,3,Commercial,,,38.89897992,-77.02026927,Geocoded address,No further action,1996-04-19,2008-12-17,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4000164,,96046,Yes,CATHOLIC UNIVERSITY OF AMERICA,620 MICHIGAN AV NE,,Washington DC,20064,,DC,3,School,,,38.93282173,-76.99786192,,No further action,1996-04-25,2001-07-11,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
3000325,,96053,Yes,EXXON S/S #2-1952,4244 WISCONSIN AV NW,,Washington DC,20015,,DC,3,Retail fuel sales (non-marina),,,38.94428457,-77.07810324,Geocoded address,No further action,1996-05-15,1996-10-07,Yes,No,No,Waste/Used Oil,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
8000732,,96054,Yes,SUNOCO #0004-4370,4635 S CAPITOL ST SW,,Washington DC,20032,,DC,3,Retail fuel sales (non-marina),,,38.82188066,-77.00281211,Geocoded address,No further action,1996-05-21,2010-04-08,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
8000001,,96058,Yes,US PARK POLICE HQ,"1910 ANACOSTIA DR SE
1901 ANACOSTIA DR SE",,Washington DC,20020,,DC,3,Other,,,38.86691,-76.99441,Geocoded address,No further action,1996-05-09,2003-07-02,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5001462,,96059,Yes,GALLAUDET UNIV - CUB,800 FLORIDA AV NE,,Washington DC,20002,,DC,3,School,,,38.90575333,-76.99488464,Geocoded address,No further action,1996-05-15,2005-05-09,Yes,No,No,Heating/fuel oil # unknown,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
7000099,,96060,Yes,FT DUPONT BP,4101 ALABAMA AV SE,,Washington DC,20019,,DC,3,Retail fuel sales (non-marina),,,38.87018008,-76.94438427,,No further action,1996-05-23,1997-06-04,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000093,,96062,Yes,2210 BLADENSBURG RD CROWN,2210 BLADENSBURG RD NE,,Washington DC,20018,,DC,3,Retail fuel sales (non-marina),,,38.92003808,-76.97071281,,No further action,1996-05-29,1998-11-18,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000362,,96063,Yes,EXXON S/S #2-5674,1925 BLADENSBURG RD NE,,Washington DC,20002,,DC,3,Retail fuel sales (non-marina),,,38.91696489,-76.97221679,,No further action,1996-05-23,1999-10-14,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
6000359,,96064,Yes,EXXON S/S #2-1931,2651 BENNING RD NE,,Washington DC,20002,,DC,3,Retail fuel sales (non-marina),,,38.89739718,-76.97018088,,No further action,1996-06-04,2009-12-18,Yes,No,No,Waste/Used Oil,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
6000365,,96065,Yes,EXXON S/S #2-5358,1201 PENNSYLVANIA AV SE,,Washington DC,20003,,DC,3,Retail fuel sales (non-marina),,,38.88163625,-76.98986391,,No further action,1996-06-07,1998-04-01,Yes,No,No,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
7000330,,96068,Yes,EXXON S/S #2-5455,4100 HUNT PL NE,,Washington DC,20019,,DC,3,Retail fuel sales (non-marina),,,38.90016,-76.92323,,No further action,1996-06-13,2008-01-15,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
6000359,,96069,Yes,EXXON S/S #2-1931,2651 BENNING RD NE,,Washington DC,20002,,DC,3,Retail fuel sales (non-marina),,,38.89739718,-76.97018088,,No further action,1996-01-01,1998-04-01,Yes,No,No,Waste/Used Oil,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000095,,96070,Yes,FT LESLEY J. MCNAIR,FORT LESLEY J. MCNAIR,,Washington DC,20319,,DC,3,Other,,,38.86695,-77.01759,Geocoded address,No further action,1996-06-12,1998-09-30,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,Yes
1000067,,96074,Yes,CHAMPLAIN COMPANY INC,2329 CHAMPLAIN ST NW,,Washington DC,20009,,DC,3,Auto dealership/auto maintenance & repair,,,38.92122809,-77.04093012,Geocoded address,Active: general,1996-06-20,,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4000164,,96075,Yes,CATHOLIC UNIVERSITY OF AMERICA,620 MICHIGAN AV NE,,Washington DC,20064,,DC,3,School,,,38.93282173,-76.99786192,,No further action,1996-06-20,1997-03-28,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4000164,,96076,Yes,CATHOLIC UNIVERSITY OF AMERICA,620 MICHIGAN AV NE,,Washington DC,20064,,DC,3,School,,,38.93282173,-76.99786192,,No further action,1996-06-20,1996-10-22,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4000818,,96082,Yes,UST SITE #9,3701-3711 GEORGIA AV NW,,Washington DC,20011,,DC,3,Retail fuel sales (non-marina),,,38.93699,-77.02437,Geocoded address,No further action,1996-07-30,1998-04-09,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000532,,96085,Yes,TERRA COTTA READY MIX PLANT,611 EMERSON ST NE,,Washington DC,20017,,DC,3,Industrial,,,38.94986336,-76.99885503,Geocoded address,No further action,1996-08-02,1996-10-18,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000026,,96086,Yes,US PARK POLICE,960 OHIO DR SW,,Washington DC,20242,,DC,3,Other,,,38.87520205,-77.02725931,,No further action,1996-07-30,1999-05-13,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000067,,96092,Yes,"PUBLIC STORAGE, INC",1230 S CAPITOL ST SE,,Washington DC,20003,,DC,3,Commercial,,,38.87554931,-77.00857288,Geocoded address,No further action,1996-08-12,2009-09-22,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000216,,96097,Yes,SOUTHEAST FEDERAL CENTER,"2ND & M ST SE 
BUILDING 205",,Washington DC,20407,,DC,3,Other,,,38.87644,-77.00354,Geocoded address,No further action,1996-06-13,2019-06-10,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
1004513,,96100,Yes,MICHAEL COMPLETE AUTO REPAIR,2101 11TH ST NW,,Washington DC,20001,,DC,3,Retail fuel sales (non-marina),,,38.91834062,-77.02672669,Geocoded address,No further action,1996-09-26,1999-03-29,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5005285,,96102,Yes,PREMIUM DISTRIBUTORS INC OF WASH,3350 NEW YORK AV NE,,Washington DC,20002,,DC,3,Commercial,,,38.91723096,-76.9589496,Geocoded address,No further action,1996-06-17,1996-09-30,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
3000337,,96104,Yes,EXXON  S/S #2-1717,4812 MACARTHUR BV NW,,Washington DC,20007,,DC,3,Retail fuel sales (non-marina),,,38.91629982,-77.09608652,Geocoded address,No further action,1996-04-18,1996-10-07,Yes,No,No,Heating/fuel oil # unknown,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2005452,,97001,Yes,YALE STEAM LAUDRY,437-443 NEW YORK AV NW,,Washington DC,20001,,DC,3,Commercial,,,38.90497159,-77.017286,Geocoded address,No further action,1996-10-03,1997-09-24,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
8002110,,97003,Yes,GAS STATION,2201 ALABAMA AV SE,,Washington DC,20020,,DC,3,Retail fuel sales (non-marina),,,38.85061053,-76.97396558,Geocoded address,No further action,1996-10-08,2010-10-01,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
22,,97004,Yes,FORMER AMOCO STATION,2337 CHAMPLAIN ST NW,,Washington DC,20009,,DC,3,Retail fuel sales (non-marina),,,38.92150832,-77.04099416,Geocoded address,No further action,1996-10-09,2011-06-27,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Tank,Corrosion,,,,,,,,,,,,,,No
2000194,,97008,Yes,KAJIMA DEVELOPMENT CORPORATION,1625 I ST NW,,Washington DC,20006,,DC,3,Other,,,38.9016931,-77.03757231,Geocoded address,No further action,1996-10-11,2002-01-29,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000156,,97014,Yes,American Postal Workers Union,1300 L ST NW,,Washington DC,20003,,DC,3,Other,,,38.87767,-76.98831,Geocoded address,No further action,1996-10-05,2000-08-17,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000607,,97020,Yes,PEPCO SUBSTATION NO.#133,1032 IRVING ST NE,,Washington DC,20017,,DC,3,Utility,,,38.92891,-76.99103989,Geocoded address,No further action,1996-11-20,1997-01-25,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000026,,97024,Yes,VACANT PROPERTY,2266 25TH PL NE,,Washington DC,20018,,DC,3,Industrial,,,38.92186462,-76.97189395,Geocoded address,No further action,1996-12-03,1998-06-16,Yes,No,No,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5003757,,97026,Yes,12TH STREET SHELL,3701 12TH ST NE,,Washington DC,20017,,DC,3,Retail fuel sales (non-marina),,,38.9347916,-76.99087191,Geocoded address,No further action,1996-12-17,1997-12-05,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000015,,97030,Yes,AMOCO OIL CO S/S 84664,330 M ST NE,,Washington DC,20002,,DC,3,Retail fuel sales (non-marina),,,38.90588,-77.00089,Geocoded address,Active: general,1996-12-30,,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Tank,Corrosion,,,,,,,,,,,,,,No
1000098,,97032,Yes,14TH STREET BP,2600 14TH ST NW,,Washington DC,20009,,DC,3,Retail fuel sales (non-marina),,,38.92384105,-77.03261897,Geocoded address,No further action,1996-10-29,2004-09-24,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
6000600,,97035,Yes,D.C. JAIL EXPANSION,1901 D ST SE,,Washington DC,20003,,DC,3,Other,,,38.88343057,-76.97637892,Geocoded address,Active: general,1997-01-23,,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4000034,,97037,Yes,CLEARVIEW 6300 LLC,6300 GEORGIA AV NW,,Washington DC,20011,,DC,3,Retail fuel sales (non-marina),,,38.96660358,-77.02797899,Geocoded address,No further action,1997-01-24,2010-11-01,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
9000160,,97042,Yes,FORMER SUNOCO SERVICE STATION,6450 GEORGIA AV NW,,Washington DC,20012,,DC,3,Retail fuel sales (non-marina),,,38.96873337,-77.02772377,Geocoded address,No further action,1997-01-22,2000-02-02,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
8000029,,97043,Yes,KING GAS,2917 M L KING JR AV SE,,Washington DC,20032,,DC,3,Retail fuel sales (non-marina),,,38.84596847,-76.99728371,Geocoded address,No further action,1997-02-20,2013-09-11,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
1000031,,97044,Yes,FOURTEENTH & IRVING VENTURES LLC,"3037 14TH ST NW
14TH ST PARCEL 39, 14TH & IRVING",,Washington DC,20009,,DC,3,Other,,,38.91915,-77.03629,Geocoded address,No further action,1997-02-25,1997-09-30,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5001898,,97046,Yes,MOUNT OLIVET CEMETERY,1300 BLADENSBURG RD NE,,Washington DC,20002,,DC,3,Commercial,,,38.90821,-76.97885186,Geocoded address,No further action,1997-02-26,1998-01-21,Yes,No,No,Heating/fuel oil # unknown,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000073,,97048,Yes,RHODE ISLAND AVENUE BP,400 RHODE ISLAND AV NE,,Washington DC,20002,,DC,3,Retail fuel sales (non-marina),,,38.92022272,-77.00023236,Geocoded address,No further action,1997-03-12,2010-08-23,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000410,,97049,Yes,LAID LAW - TRANSIT  INC.,1345 NEW YORK AV NE,,Washington DC,20002,,DC,3,Trucking/transport/fleet operation,,,38.91403628,-76.98729839,Geocoded address,No further action,1997-03-13,2006-06-08,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000247,,97051,Yes,PROPOSED RITE AID STORE,1401 RHODE ISLAND AV NE,,Washington DC,20018,,DC,3,Auto dealership/auto maintenance & repair,,,38.9249115,-76.98370221,Geocoded address,No further action,1996-01-30,2001-06-05,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000535,,97052,Yes,NJ AVENUE MARATHON 224341,1739 NEW JERSEY AV NW,,Washington DC,20001,,DC,3,Retail fuel sales (non-marina),,,38.91366068,-77.01730021,,No further action,1997-04-04,2012-06-12,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000524,,97054,Yes,EAST POTOMAC TRANSIT STORAGE FACILITY,"750 BUCKEYE DR SW
1000 OHIO DR SW",,Washington DC,20024,,DC,3,Other,,,38.87746369,-77.03226575,Geocoded address,No further action,1997-04-17,1998-02-05,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
8000090,,97055,Yes,DOI & NPS - POPLAR POINT NURSERY,600 HOWARD RD SE,,Washington DC,20020,,DC,3,Other,,,38.86581,-77.00127,Geocoded address,Active: general,1997-03-18,,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
9000101,,97060,Yes,SID'S AUTO REPAIR SHOP,2018 12TH ST NW,,Washington DC,20009,,DC,3,Auto dealership/auto maintenance & repair,,,38.91754,-77.02811,Geocoded address,No further action,1997-04-25,1999-04-06,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000540,,97063,Yes,U.S. NATIONAL ARBORETUM - SHOPS,3501 NEW YORK AV NE,,Washington DC,20002,,DC,3,Other,,,38.91240276,-76.96989039,,No further action,1997-05-01,1997-08-25,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
