FacilityID,FacilityIdimport,Owner ID,AltFacilityID,Facility Name,Street Address,ZIP Linkage,ZIP+4,Phone,Authorized Representative,Title,FormDate,Facility Description,Clerk,Date of Entry,FacilityStatus,LUSTSummaryStatus,SupplementalLocationText,Fax,SOCDeficiency,LUSTRankingScore,Hawaii Common Identifier,FacilityRegistryIdentifier,TaxMapKey,FormReceivedDate,DataCollectionDate,LatitudeMeasure,LongitudeMeasure,HorizontalReferenceDatumName,GeometricTypeName,HorizontalCollectionMethodName,HorizontalAccuracyMeasuremeters,GeographicReferencePointName,LocationCommentsText,ProjectOfficer,GPSSource,ComplianceStatus,LastInspectionDate,USTStatus,UST97FacilityId
9603081,9603081,2085.0,9-603081,"FIRST HAWAIIAN BANK VS HAIRIR, E",74-5599 ALAPA ST,57517.0,,,ROLF L. VOSSEN,COURT APPOINTED COMM,1995-06-02,Not Listed,RSK,1995-06-07 00:00:00,Closed,,,,,,,110014038111.0,,1995-06-06,,,,,,,,,,,,No Visits,,,9603081
9603087,9603087,2083.0,9-603087,DON'S PAKE KITCHEN,MAMALAHOA HWY,57520.0,,,PAUL RUFO,GENERAL PARTNER,1995-07-21,Not Listed,rkwan,1999-12-29 10:30:14,Closed,,,,,,,110014055422.0,,1994-08-01,,,,,,,,,,,,No Visits,,,9603087
9603106,9603106,2097.0,9-603106,PRINCE KUHIO PLAZA,111 E PUAINAKO ST,57503.0,,(808) 959-3555,CAROL A. CAN CAMP,GENERAL MANAGER,2002-09-13,Other,rkwan,2008-03-25 15:33:35,Closed,Site Cleanup Completed (NFA),,,,,,110012219731.0,,2002-09-17,2009-04-20,19.695475,-155.063444,NAD83,Area,Address Matching,,,,Richard Takaba,,Closed,9/13/2002,,9603106
9603107,9603107,2106.0,9-603107,RAYMOND TANOUYE,761 KANOELEHUA AVE,57503.0,,,RAYMOND TANOUYE,OWNER,1995-11-06,Industrial,dkam,2011-08-25 14:32:31,Closed,Site Cleanup Completed (NFA),,,,,,110014038772.0,,1995-11-13,2011-08-25,19.707806,-155.063989,NAD83,Area,Map,,,,Shunsheng Fu,,No Visits,,,9603107
9603113,9603113,2114.0,9-603113,KAILUA AIR CONDITIONING AND REFR,454 KALANIKOA ST,57503.0,,,JONATHAN BOCKRATH,PRESIDENT,1995-12-07,Industrial,RSK,1996-01-19 00:00:00,Closed,,,,,,,110014055583.0,,1996-01-16,,,,,,,,,,,,No Visits,,,9603113
9603116,9603116,2116.0,9-603116,CENTRAL SUPPLY,31 MAKAALA ST,57503.0,,,ROY KIMURA,,1995-10-02,Industrial,RSK,1995-10-12 00:00:00,Closed,,,,,,,110014038941.0,,1995-10-11,,,,,,,,,,,,No Visits,,,9603116
9700004,9700004,1760.0,9-700004,STOUFFER POIPU BEACH RESORT,2251 POIPU RD,57533.0,,,,,,Not Listed,rkwan,2007-03-19 16:18:22,Closed,Case Transferred to HEER (unregulated),,,,,,110013778331.0,,1993-05-27,,,,,,,,,,To HEER,,No Visits,,,9700004
9700058,9700058,2386.0,9-700058,HERTZ RENT-A-CAR FACILITY (#2609-10),3250 HOOLIMALIMA PL,57542.0,,(808) 245-3356,Daniel Gum,"Manager, Fueling Compliance",2024-09-11,Car Rental,roxanne.kwan,2024-10-03 16:43:42,Operating,Confirmed Release,,(808) 245-5129,,,,110027187719.0,(4) 3-5-001:134,2024-09-26,1997-02-20,21.979225,-159.350245,NAD83,Point,GPS,,,,Richard Takaba,,Closed,11/16/2023,,9700058
9700402,9700402,1005.0,9-700402,STOUFFER WAIOHAI BEACH RESORT,2249 POIPU RD,57533.0,,,ORVAL P. SEWELL,DIR. OF ENGINEERING,1986-05-12,Not Listed,rtakaba,1998-04-15 13:26:00,Closed,,,,,,,110013364037.0,,1993-05-25,,,,,,,,,,,,No Visits,,,9700402
9700430,9700430,534.0,9-700430,JACK HARTER HELICOPTERS INC.,4200 AHUKINI RD,57542.0,,,JACK HARTER,PRESIDENT,1997-06-22,Aircraft Owner,rkwan,1997-07-09 13:14:05,Closed,,,,,,,110014034712.0,,1997-06-27,1997-02-20,21.980381,-159.359904,NAD83,Point,GPS,,,,,,Closed,2/20/1997,,9700430
9700432,9700432,985.0,9-700432,HI DOT AIRPORT DIVISION ( AVIS),3629 AHUKINI ST,57542.0,,,JERRY M. MATSUDA,DEPUTY DIRECTOR,1997-01-21,State Government,tperry,2011-04-06 10:25:14,Closed,Site Cleanup Completed (NFA),,,,,,110014034758.0,,1992-02-25,2009-04-20,21.988944,-159.33637,NAD83,Area,Address Matching,,,,Jose Ruiz,,No Visits,,,9700432
9700433,9700433,1756.0,9-700433,MEADOW GOLD DAIRIES,1841 LELEIONA ST,57476.0,,,CHARLES TAMURA,BRANCH MANAGER,1986-04-03,Not Listed,rkwan,2001-02-20 08:31:14,Closed,,,,,,,110005728819.0,,1993-01-25,,,,,,,,,,,,No Visits,,,9700433
9700434,9700434,592.0,9-700434,Kauai County Hanalei Base yard,5-5364-B KUHIO HWY,57497.0,,,RUSSELL SUGANO,ACTING DEPUTY COUNTY ENGINEER,1998-12-16,Other,rkwan,2013-07-12 17:00:33,Closed,,,,,,,110014054441.0,,1998-12-21,,,,,,,,,,,,No Visits,,,9700434
9700435,9700435,2386.0,9-700435,HERTZ RENT-A-CAR,LIHUE AIRPORT / P.O. BOX 3003,57542.0,,,JERRY M. MATSUDA,DEPUTY DIRECTOR,1997-01-21,Other,rkwan,2003-12-05 11:08:50,Closed,,,,,,,110014034810.0,,1991-10-07,,,,,,,,,,,,No Visits,,,9700435
9700436,9700436,1755.0,9-700436,Kauai County KALAHEO FIRE STATION,2-2480 KAUMUALII HWY,57518.0,,,GEORGE ISHIBASHI,AUTO EQUIP SUPT,1993-06-01,Other,tperry,2011-04-06 10:17:05,Closed,Site Cleanup Completed (NFA),,,,,,110014034829.0,,1993-06-14,2009-04-20,21.925223,-159.525959,NAD83,Area,Address Matching,,,,Not Assigned,,No Visits,,,9700436
9700437,9700437,592.0,9-700437,kauai County KAPAA FIRE STATION,4-757 KUHIO HWY,57523.0,,,CESAR C. PORTUGAL,COUNTY ENGINEER,1998-12-16,Other,rkwan,1999-01-04 10:58:13,Closed,,,,,,,110014034874.0,,1998-12-21,1998-05-08,22.060442,-159.322314,NAD83,Point,GPS,,,,,,Closed,5/8/1998,,9700437
9700438,9700438,587.0,9-700438,KAUAI BEVERAGE & ICE CREAM CO.,3056 AUKELE ST,57542.0,,,HARRY OTSUKA,MANAGER,1997-08-05,Industrial,rkwan,1998-08-14 17:04:01,Closed,,,,,,,110014034927.0,,1997-07-28,,,,,,,,,,,,Closed,5/14/1997,,9700438
9700439,9700439,587.0,9-700439,KAUAI BEVERAGES & ICE CREAM CO.,3166 OIHANA ST,57542.0,,,HARRY OTSUKA,MANAGER,1997-08-05,Industrial,rkwan,1998-08-14 17:06:16,Closed,,,,,,,110014034945.0,,1997-08-12,,,,,,,,,,,,Closed,5/14/1997,,9700439
9700441,9700441,592.0,9-700441,Kauai County Koloa Fire Station,3646 MALUHIA RD,57533.0,,,RUSSELL SUGANO,ACTING DEPUTY COUNTY ENGINEER,1998-12-16,Other,rkwan,1999-01-04 10:25:41,Closed,,,,,,,110014035016.0,,1998-12-21,,,,,,,,,,,,No Visits,,,9700441
9700442,9700442,379.0,9-700442,KOLOA SHELL SERVICE INC.,5286 KOLOA RD,57533.0,,,PAUL TAO,PRESIDENT,1994-12-14,Gas Station,tperry,2011-04-06 10:20:21,Closed,Site Cleanup Completed (NFA),,,,,,110014035052.0,,1994-12-22,2009-04-20,21.903473,-159.466875,NAD83,Area,Address Matching,,,,Randall Heu,,No Visits,,,9700442
9700443,9700443,1203.0,9-700443,"YAMAGUCHI BUS SERVICE, INC.",4111 PAPALINA RD,57518.0,,,HOWARD YAMAGUCHI,PRESIDENT,1994-03-24,Truck/Transporter,tperry,2011-04-06 10:17:39,Closed,Site Cleanup Completed (NFA),,,,,,110014054520.0,,1997-09-11,2009-04-20,21.913918,-159.523014,NAD83,Area,Address Matching,,,,Renato Maniulit,,No Visits,,,9700443
9700444,9700444,2308.0,9-700444,RAINBOW SHELL,4-350 KUHIO HWY,57523.0,,(808) 822-9766,Richard Conner,EHS Manager,2016-02-08,Gas Station,timothy.ugaitafa,2022-10-06 10:06:06,Operating,,,(808) 822-9766,,,,110014035123.0,4-4-1-5-7,2016-02-09,2011-05-25,22.051541,-159.333719,NAD27,Point,GPS,3.0,Underground Storage Tank,,,,Closed,9/27/2022,,9700444
9700445,9700445,1143.0,9-700445,"UP-TO-DATE CLEANERS KAUAI, INC.",3145 AKAU RD,57533.0,,,GAVIN MORISADA,,,Industrial,rkwan,2007-03-19 16:19:11,Closed,Case Transferred to HEER (unregulated),,,,,,110012198861.0,,1997-11-14,1997-02-21,21.8961,-159.46733,NAD83,Point,GPS,,,,To HEER,,Closed,2/21/1997,,9700445
9700446,9700446,261.0,9-700446,WATER DEPT BASE YARD,4398 PUA LOKE ST,57542.0,,,RAYMOND SATO,MANAGER & CHIEF ENG.,1986-06-02,Local Government,rkwan,2013-07-12 17:00:37,Closed,Site Cleanup Completed (NFA),,,,,,110013781997.0,,1994-04-15,2009-04-20,21.971953,-159.375509,NAD83,Area,Address Matching,,,,Steven Okoji,,No Visits,,,9700446
9700463,9700463,203.0,9-700463,"Generator Building, Pacific Missile Range Facility",BLDG 516  TANK 516 & Tank 516A,57529.0,,(808) 335-4726,Aaron Y. Poentis,Regional Environmental Program Director,2016-02-11,Federal Military,roxanne.kwan,2024-08-06 16:33:50,Operating,,Hoku Rd.,,,,,110000916689.0,9-12002013,2016-02-18,2008-01-31,22.05171,-159.78189,NAD83,Point,GPS,1.0,Underground Storage Tank,,,,Closed,8/18/2022,,9700463
9700483,9700483,809.0,9-700483,PACIFIC MISSILE RANGE FACILITY,"TANK 528
KAUMUALII HWY, 50 32 MILES WEST",57529.0,,,THOMAS MCFEELY,"CAPT., USN",1990-12-07,Federal Military,rkwan,2001-07-02 10:14:43,Closed,,,,,,,110000916689.0,,1990-12-13,,,,,,,,,,,,No Visits,,,9700483
9700599,9700599,379.0,9-700599,DEMARCATION HUT PAC.MISSILE,"MISSLE RANGE FACILITY
BONHAM AIR FORCE BASE",57529.0,,,HARLAN HASHIMOTO,ADMIN ENVIRON AFFAIRS,1997-05-07,Utilities,rkwan,1997-08-12 09:41:42,Closed,,,,,,,110014037559.0,,1997-05-12,,,,,,,,,,,,No Visits,,,9700599
9700600,9700600,379.0,9-700600,HANALEI CENTRAL OFFICE,5-5269 KUHIO HWY,57497.0,,,HARLAN HASHIMOTO,ENV ADMINISTRATOR,1998-08-04,Utilities,rkwan,1999-04-29 16:23:30,Closed,,,,,,,110014055253.0,,1998-08-06,,,,,,,,,,,,No Visits,,,9700600
9700601,9700601,2497.0,9-700601,HANAPEPE CENTRAL OFFICE,3919 HANAPEPE RD,57499.0,,,HARLAN HASHIMOTO,Manager,2019-08-27,Communication Site,yongkeng.liu,2023-11-28 12:40:52,Operating,,,,,,,110013789356.0,4-1-9-5-42,2019-08-28,2009-04-30,21.91123,-159.5858,NAD83,Point,GPS,10.0,Underground Storage Tank,,,,Open,11/7/2023,,9700601
9700602,9700602,2497.0,9-700602,KALAHEO CENTRAL OFFICE,4516 LAE RD,57518.0,,(808) 332-9903,Lynette Yoshida,Senior Manager,2023-01-18,Communication Site,roxanne.kwan,2025-01-08 17:18:14,Operating,,,,,,,110014037602.0,"4-2-4-15-18,61",2023-02-02,2008-05-07,21.92626,-159.52646,NAD83,Point,GPS,10.0,Underground Storage Tank,,,,Open,3/28/2024,,9700602
9700603,9700603,2497.0,9-700603,KALEPA RADIO SITE,KALEPA RIDGE,57498.0,,,Stephen Wilde,CEO/President,2022-04-11,Communication Site,roxanne.kwan,2024-12-03 15:11:50,Operating,,,,,,,110014037648.0,4-3-8-002-005,2022-05-31,2008-01-24,22.00159,-159.35773,NAD83,Point,GPS,7.0,Underground Storage Tank,,,,Open,8/3/2023,,9700603
9700604,9700604,379.0,9-700604,KAPAA CENTRAL OFFICE,4520 NIU ST,57523.0,,,HARLAN HASHIMOTO,ADMIN - ENV. COMPLIA,1993-07-02,Utilities,tperry,2011-04-06 10:38:40,Closed,Site Cleanup Completed (NFA),,,,,,110013787410.0,,1993-07-07,2009-04-20,22.077213,-159.317692,NAD83,Area,Address Matching,,,,Not Assigned,,No Visits,,,9700604
9700605,9700605,2497.0,9-700605,KEKAHA CENTRAL OFFICE,8266-A KEKAHA RD,57529.0,,,HARLAN HASHIMOTO,Manager,2019-08-15,Communication Site,yongkeng.liu,2023-11-28 12:38:50,Operating,,826 A Kekaha Rd.,,,,,110013769458.0,4-1-3-8-13,2019-08-15,2009-07-13,21.98295,-159.71286,NAD83,Point,GPS,9.0,Underground Storage Tank,,,,Open,11/7/2023,,9700605
9700606,9700606,2497.0,9-700606,KILAUEA CENTRAL OFFICE,2494 KOLO RD,57531.0,,,HARLAN HASHIMOTO,Manager,2019-08-15,Communication Site,Timothy.Ugaitafa,2023-09-08 13:58:17,Operating,Site Cleanup Completed (NFA),,,,,,110013769957.0,4-5-2-06:46,2019-08-15,2011-06-15,22.2071,-159.41086,NAD83,Point,GPS,10.0,Underground Storage Tank,,Shaobin Li,,Closed,8/3/2023,,9700606
9700607,9700607,2497.0,9-700607,KOLOA CENTRAL OFFICE,3475 POIPU RD,57533.0,,,Lynette Yoshida,Senior Manager,2023-01-18,Communication Site,yongkeng.liu,2023-02-10 11:41:59,Closed,,,,,,,110013770044.0,4-2-8-07-24 & 30,2023-02-02,2008-05-07,21.90346,-159.46675,NAD83,Point,GPS,10.0,Underground Storage Tank,,,,Open,9/1/2021,,9700607
9700608,9700608,2497.0,9-700608,KUKUIOLONO (HI031),KUKUIOLONO PARK,57518.0,,(703) 535-3009,,,,Communication Site,Timothy.Ugaitafa,2024-05-15 08:57:49,Operating,,,(815) 301-8647,,,,110014037755.0,4-2-3-5-11/2-305,,2008-05-07,21.91168,-159.52811,NAD83,Point,GPS,10.0,Underground Storage Tank,,,,Open,4/24/2024,,9700608
9700609,9700609,2497.0,9-700609,LIHUE BASE YARD,4040 HALAU ST,57542.0,,(808) 246-3228,Nicholas Riddell,Sr Safety Manager,2022-11-15,Utility,roxanne.kwan,2025-01-29 13:41:18,Operating,Suspected release,,(808) 246-0940,,,,110005729471.0,4-3-6-12:30,2022-11-15,1996-06-20,21.971629,-159.357115,NAD83,Point,GPS,10.0,Underground Storage Tank,4/30/2009 - verified data via GPS/RI, suspected,,Open,3/28/2024,,9700609
9700610,9700610,2497.0,9-700610,LIHUE CENTRAL OFFICE,4444 RICE ST,57542.0,,,HARLAN HASHIMOTO,"EH & S, Manager",2019-08-15,Communication Site,yongkeng.liu,2023-11-28 12:42:32,Operating,Site Cleanup Completed (NFA),,,,,,110014037782.0,4-3-6-005-021,2019-08-15,2008-05-07,21.97608,-159.36983,NAD83,Point,GPS,10.0,Underground Storage Tank,,Roger Brewer,,Open,11/7/2023,,9700610
9700611,9700611,379.0,9-700611,LIHUE QUONSET,4193 RICE ST,57542.0,,,HARLAN HASHIMOTO,ENV ADMIN,1997-12-11,Utilities,rkwan,1999-04-29 16:25:24,Closed,,,,,,,110014037808.0,,1997-12-12,,,,,,,,,,,,No Visits,,,9700611
9700612,9700612,2497.0,9-700612,PRINCEVILLE CENTRAL OFFICE,54-378 KUHIO HWY,57505.0,,,HARLAN HASHIMOTO,Manager,2019-08-15,Communication Site,Timothy.Ugaitafa,2023-09-08 13:59:48,Operating,,,,,,,110013776752.0,4-5-4-24-23,2019-08-15,2008-01-23,22.2125,-159.47876,NAD83,Point,GPS,7.0,Underground Storage Tank,,,,Closed,8/3/2023,,9700612
9700613,9700613,2497.0,9-700613,PUU KAPELE (HI029),KOKEE ACCESS RD,57570.0,,(703) 535-3009,Lance C.Cawley,Chief Financial Officer,2016-07-22,Communication Site,roxanne.kwan,2020-08-07 16:36:40,Closed,Site Cleanup Completed (NFA),after Mile 11 marker,(815) 301-8647,,,,110014037853.0,1-4-001-016/1-4-001-017,2016-08-17,2009-07-13,22.07958,-159.66681,NAD83,Point,GPS,7.0,Underground Storage Tank,,Richard Takaba,,Closed,5/14/2014,,9700613
9700615,9700615,2497.0,9-700615,WAIMEA CENTRAL OFFICE,4600 Makleke Rd,57570.0,,,HARLAN HASHIMOTO,Manager,2019-08-15,Communication Site,roxanne.kwan,2025-01-08 17:18:58,Operating,Site Cleanup Completed (NFA),404 Makeke Rd,,,,,110014037871.0,4-1-6-10-8,2019-08-15,2008-05-07,21.95857,-159.6698,NAD83,Point,GPS,10.0,Underground Storage Tank,,Janet Sherrer,,Closed,3/28/2024,,9700615
9700616,9700616,201.0,9-700616,COCA-COLA BOTTLING CO KAUAI,3140 OIHANA ST,57542.0,,,WILLIAM BAUMAN,VICE PRES/GEN.MGR.,1986-04-28,Not Listed,rkwan,2013-07-12 16:51:13,Closed,,,,,,,110005727099.0,,1986-04-30,,,,,,,,,,,,No Visits,,,9700616
9700617,9700617,1399.0,9-700617,BREWER CHEMICAL CORPORATION,"PORT ALLEN
AKAULA ST",57490.0,,,SCOTT MONCRIEF,GEOLOGIST,1998-12-03,Industrial,RKWAN,1998-12-24 10:56:29,Closed,,,,,,,110014037906.0,,1998-12-21,,,,,,,,,,,,No Visits,,,9700617
9700618,9700618,1748.0,9-700618,76 Kukui Grove #411,4360 KUKUI GROVE ST,57542.0,,(808) 245-7041,Devin Kiyohira,Env Coordinator,2024-10-04,Gas Station,roxanne.kwan,2025-02-25 11:40:10,Operating,Confirmed Release,,(808) 694-3034,,,,110010676946.0,330060060000,2024-10-04,1995-09-27,21.970854,-159.376579,NAD83,Point,GPS,5.0,Underground Storage Tank,,Richard Takaba,,Open,12/19/2023,,9700618
9700619,9700619,797.0,9-700619,"OTSUKA SALES & SERVICE, LTD.",1624 KUHIO HWY,57523.0,,,WALLACE OTSUKA,GENERAL MANAGER,1992-11-24,Not Listed,SUP,1993-01-21 00:00:00,Closed,,,,,,,110014037942.0,,1992-12-02,,,,,,,,,,,,No Visits,,,9700619
9700621,9700621,591.0,9-700621,CHARLIE'S STATION,8314 KEKAHA RD,57529.0,,,WALLACE OTSUKA,MANAGER,1986-05-06,Not Listed,tperry,2011-04-06 10:04:36,Closed,Site Cleanup Completed (NFA),,,,,,110014038004.0,,1993-08-04,2009-04-20,21.969027,-159.711594,NAD83,Area,Address Matching,,,,Richard Takaba,,No Visits,,,9700621
9700623,9700623,285.0,9-700623,DOLLAR RENT-A-CAR HAWAII,AKUHINI RD AT KAUAI AIRPORT,57542.0,,,JACK MAYERS,COORDINATOR,1990-03-20,Auto Dealership,,,Closed,,,,,,,110014038059.0,,1990-03-23,,,,,,,,,,,,No Visits,,,9700623
9700624,9700624,1246.0,9-700624,DOLLAR RENT-A-CAR,3131 KUHIO AVE,57542.0,,,ALVIN AWAYA,VICE PRESIDENT,1992-06-25,Auto Dealership,SUP,1992-07-15 00:00:00,Closed,,,,,,,110014055388.0,,1992-06-26,,,,,,,,,,,,No Visits,,,9700624
9700625,9700625,776.0,9-700625,"O. THRONAS, INC.","P.O. BOX 269
IWIPOO ST",57541.0,,,PUANANI BLAKE,,1998-12-23,Truck/Transporter,rmaniulit,2000-10-03 10:00:59,Operating,Site Cleanup Completed (NFA),,,,,,110014038102.0,,1999-01-04,2009-04-20,21.923132,-159.500555,NAD83,Area,Zip Code,,,,Renato Maniulit,,Closed,5/14/1997,,9700625
9700626,9700626,1399.0,9-700626,BREWER CHEMICAL CORPORATION,KAUMUALII HWY,57476.0,,,W.K. TALLETT,VICE PRES.-OPER.,1986-01-21,Not Listed,SUP,1993-09-22 00:00:00,Closed,,,,,,,110000557843.0,,1991-09-24,,,,,,,,,,,,No Visits,,,9700626
9700627,9700627,189.0,9-700627,CITIZENS UTILITIES COMPANY - KED,4-1197 KUHIO HWY,57523.0,,,PAUL TOWNSLEY,SUPERINTENDENT,1994-01-04,Utilities,SUP,1994-01-11 00:00:00,Closed,,,,,,,110014038139.0,,1986-05-06,,,,,,,,,,,,No Visits,,,9700627
9700628,9700628,189.0,9-700628,CITIZENS UTILITIES COMPANY,4392 WAIALOA RD,57490.0,,,ALTON MIYAMOTO,"MANAGER, ENGINEERING",1991-10-02,Utilities,tperry,2011-04-06 10:14:35,Closed,Site Cleanup Completed (NFA),,,,,,110013387548.0,,1991-10-07,2009-04-20,21.902178,-159.586004,NAD83,Area,Address Matching,,,,Rhonda Goyke,,No Visits,,,9700628
9700629,9700629,567.0,9-700629,KAUAI COMMERCIAL CO.,1811 LELEIONA ST,57476.0,,,GREGORY B. WILLIAMS,ACTING GENERAL MANAG,1995-08-08,Truck/Transporter,RSK,1995-08-14 00:00:00,Closed,,,,,,,110005723547.0,,1995-08-10,,,,,,,,,,,,No Visits,,,9700629
9700630,9700630,1119.0,9-700630,RESIDENCE OF K. & F. SASAKI,3175 ELUA ST,57542.0,,,KIYOSHI SASAKI,PRESIDENT,1986-02-25,Not Listed,,,Closed,,,,,,,110014038228.0,,1990-11-16,,,,,,,,,,,,No Visits,,,9700630
9700631,9700631,15.0,9-700631,"AKITA ENTERPRISES, LTD - KEKAHA",PUEO ST,57529.0,,,JOSEPHINE AURELIO,TREASURER,1997-08-12,Contractor,RKWAN,1997-08-26 13:43:28,Closed,,,,,,,110014038317.0,,1997-08-19,,,,,,,,,,,,Closed,5/14/1997,,9700631
9700632,9700632,808.0,9-700632,PACIFIC MACHINERY,3651 LALA RD,57542.0,,,SHARON AMONO,VICE PRES.,1995-05-30,Residential,rkwan,1997-12-24 09:24:58,Closed,,,,,,,110006399904.0,,1995-06-01,,,,,,,,,,,,No Visits,,,9700632
9700633,9700633,390.0,9-700633,"HALE KAUAI, LTD.",3371 WILCOX RD,57542.0,,(808) 245-4014,William Pratt,PRESIDENT,2009-03-17,Truck/Transporter,rkwan,2009-03-31 10:47:55,Closed,,,,,,,110001760425.0,3-2-05-12,2009-03-27,1997-02-19,21.956778,-159.356963,NAD83,Point,GPS,,,,,,Closed,6/29/2007,,9700633
9700634,9700634,743.0,9-700634,LINDY'S TRANS & REPAIR CENTER,3018 AUKELE ST,57542.0,,,NORMAN AKITA,MANAGER/GEN.PARTNER,1986-03-31,Not Listed,tperry,2011-04-06 10:27:09,Closed,Site Cleanup Completed (NFA),,,,,,110014038399.0,,1993-10-15,2009-04-20,21.966955,-159.356742,NAD83,Area,Address Matching,,,,Shaobin Li,,No Visits,,,9700634
9700635,9700635,15.0,9-700635,"AKITA ENTERPRISES, LTD.",HANAPEPE / TANK 1,57542.0,,,LINDBERGH AKITA,PRESIDENT,2000-10-20,Truck/Transporter,sli,2004-10-26 10:07:28,Closed,,,,,,,110014038406.0,,2000-10-24,,,,,,,,,,,,Closed,5/14/1997,,9700635
9700637,9700637,203.0,9-700637,PACIFIC MISSILE RANGE FACILITY,"TANK 1262, 101",57529.0,,,R.M. WAKUMOTO,ACTING DIRECTOR,2001-06-29,Federal Military,rkwan,2008-07-17 14:06:09,Operating,,,,,,,110000916689.0,,2001-06-29,,,,,,,,,,,,Closed,5/7/2001,,9700637
9700638,9700638,611.0,9-700638,KENAI AIR HAWAII,LIHUE AIRPORT,57542.0,,,MICHAEL HORITA,DIR. OF MAINTENANCE,1986-04-24,Not Listed,CCLARK,1997-02-24 13:28:18,Closed,,,,,,,110014038460.0,,1986-04-28,,,,,,,,,,,,No Visits,,,9700638
9700645,9700645,883.0,9-700645,GE AMERICAN COMMUNICATIONS,"SIDEWINDER RD, BARKING SANDS / PACIFIC MISSILE RANGE FACILITY",57570.0,,,PAUL SAFKA,PRINCIPAL ENGINEER,1993-10-06,Other,EJS,1996-02-28 00:00:00,Closed,,,,,,,110014038610.0,,1993-10-25,,,,,,,,,,,,No Visits,,,9700645
9700678,9700678,648.0,9-700678,LIHUE PLANTATION CO. LTD,"BAGASSE HOUSE, FACTORY SITE
HALEKO RD",57542.0,,,LEFTY KAWAZOE,PRESIDENT/MANAGER,1986-04-22,Other,rkwan,2001-08-07 13:35:58,Closed,,,,,,,110027198752.0,,1989-10-17,,,,,,,,,,,,No Visits,,,9700678
9700679,9700679,648.0,9-700679,LIHUE PLANTATION CO. LTD,HANAMAULU MOTOR POOL / KUHIO HWY,57498.0,,,LEFTY KAWAZOE,PRESIDENT/MANAGER,1986-04-22,Not Listed,SUP,1992-11-30 00:00:00,Closed,,,,,,,110014039236.0,,1989-10-17,,,,,,,,,,,,No Visits,,,9700679
9700680,9700680,648.0,9-700680,LIHUE PLANTATION CO. LTD.,HANAMAULU TRUCK SHOP / KUHIO HWY,57498.0,,,LEFTY KAWAZOE,PRESIDENT/MANAGER,1986-04-22,Other,,,Closed,,,,,,,110014039236.0,,1989-10-17,,,,,,,,,,,,No Visits,,,9700680
9700681,9700681,560.0,9-700681,"K. SHIOI CONSTRUCTION, INC.",4023 HALAU ST,57542.0,,,ELMER S. MURATA,VICE PRESIDENT,1994-10-12,Other,SUP,1994-11-04 00:00:00,Closed,,,,,,,110014055690.0,,1994-11-02,,,,,,,,,,,,No Visits,,,9700681
9700682,9700682,1966.0,9-700682,ASTON KAUAI BEACHBOY HOTEL,4-484 KUHIO HWY,57523.0,,,H. JAMES STAHL,PRESIDENT,1998-05-26,OTHER,RKWAN,1999-07-15 11:45:26,Closed,,,,,,,110014055707.0,,1998-05-28,,,,,,,,,,,,No Visits,,,9700682
9700683,9700683,1701.0,9-700683,KAUAI VETERANS' SERVICE STATION,3486 RICE ST,57542.0,,,RICHARD JASPER,VICE-PRESIDENT,1991-07-10,Not Listed,rkwan,1999-06-30 15:51:39,Closed,,,,,,,110013773363.0,,1991-07-15,,,,,,,,,,,,No Visits,,,9700683
9700684,9700684,605.0,9-700684,KEKAHA SUGAR POINT 1A,8315 KEKAHA RD,57529.0,,,"L.A. FAYE, JR.",PRESIDENT/MANAGER,1986-04-07,Not Listed,,,Closed,,,,,,,110001322827.0,,1986-05-08,,,,,,,,,,,,No Visits,,,9700684
9700685,9700685,63.0,9-700685,NO DELAY SERVICE STATION,746 KUHIO HWY,57523.0,,,NORMA CHRISTIAN,PRESIDENT,1991-09-28,Not Listed,tperry,2011-04-06 10:12:20,Closed,Site Cleanup Completed (NFA),,,,,,110013769305.0,,1993-10-20,2009-04-20,22.059755,-159.32247,NAD83,Area,Address Matching,,,,Eric Sadoyama,,No Visits,,,9700685
9700686,9700686,871.0,9-700686,"R. ELECTRIC, INC.",3071 PELEKE ST,57542.0,,,ROBERT RASK,PRESIDENT,1986-05-14,Not Listed,CJR,1995-04-17 00:00:00,Closed,,,,,,,110014039405.0,,1994-05-04,,,,,,,,,,,,No Visits,,,9700686
9700687,9700687,648.0,9-700687,RAY'S AUTO SALON,KUHIO HWY,57528.0,,,LEFTY KAWAZOE,PRESIDENT/MANAGER,1986-04-22,Not Listed,EJS,1996-02-27 00:00:00,Closed,,,,,,,110014039423.0,,1989-10-17,,,,,,,,,,,,No Visits,,,9700687
9700688,9700688,920.0,9-700688,"SAKODA GARAGE, INC.",P.O. BOX 143 / 3954 HANAPEPE RD,57499.0,,,MISAYO SAKODA,PRESIDENT,1986-05-07,Not Listed,dpark,2008-10-28 13:45:16,Closed,Site Cleanup Completed (NFA),,,,,,110013778938.0,,2002-10-28,2008-02-11,21.90989,-159.586,NAD83,Point,GPS,,Underground Storage Tank,,Darren Park,,No Visits,,,9700688
