ï»¿OBJECTID,LUSTKEY,DERRID,PROJECTMAN,NOTIFICATI,DATECLOSE,CLOSURETYPE,DEPTHGW,GWFLOWDIR1,GWFLOWDIR2,CAPSOILTRE,CAPH2OTREA,PSTFUNDSTA,PSTFUNDPER,DEDUCTIBLE,FACILITYID,NFAFORM,MAPLABEL,BLUESTAKES,ENVCOV,RESIDUALCONTAMMAP
4565,2996,JDO,Kevin Beery,9/29/1995 12:00:00 AM,12/24/2002 12:00:00 AM,< Tier 1,,,,,,Eligible (100),100.0,10000.0,6034,Tier 1 Worksheet w/ Supp. Info,JDO - 7-ELEVEN #53606 BLUE ROOF,No,No,No
4566,3852,LBQ,Kevin Beery,10/13/1999 12:00:00 AM,3/15/2000 12:00:00 AM,Internal Close-out,,,,0.0,0.0,,0.0,0.0,6034,Internal Closeout Memo,LBQ - 7-ELEVEN #53606 BLUE ROOF,No,No,No
4567,2997,HDK,[Dale Urban],10/3/1991 12:00:00 AM,4/18/1995 12:00:00 AM,<blank>,,,,31.0,,,,,6036,<blank>,HDK - MILL CREEK GUARD STATION,No,No,No
4568,2998,JOT,[Dale Urban],6/25/1996 12:00:00 AM,4/28/2000 12:00:00 AM,< Tier 1,8-10ft,E,,,,,0.0,0.0,6038,Tier 1 Worksheet,JOT - THE CANYONS,No,No,No
4569,4313,LRN,[Dale Urban],4/11/2003 12:00:00 AM,5/1/2003 12:00:00 AM,Transfer - DWQ,,,,0.0,0.0,,0.0,0.0,6038,Internal Closeout Memo,LRN - THE CANYONS,No,No,No
4570,2999,FWG,[Dale Urban],6/29/1990 12:00:00 AM,8/10/1995 12:00:00 AM,<blank>,,,,686.0,,,,,6039,Closeout Checklist,FWG - UDOT STA. # 2435,No,No,No
4571,3000,GFA,[Dale Urban],10/18/1990 12:00:00 AM,8/10/1995 12:00:00 AM,< RCL,,,,1134.0,,,,,6040,<blank>,GFA - UDOT STA. # 2436 WANSHIP,No,No,No
4572,5886,NWE,UST,11/26/2019 12:00:00 AM,12/31/2019 12:00:00 AM,< ISL,,,,0.0,0.0,,,0.0,6040,UST NFA,NWE - UDOT STA. # 2436 WANSHIP,No,No,No
4573,3001,IFL,[Bruce Hagans],8/16/1993 12:00:00 AM,2/21/1997 12:00:00 AM,< RCL,50 ft bgs,SE,,,,Eligible (100),100.0,25000.0,6042,Tier 1 Worksheet,"IFL - UDOT STA. # 2438 ECHO, DIST.#2",No,No,No
4574,5885,NWD,UST,11/14/2019 12:00:00 AM,12/16/2019 12:00:00 AM,< ISL,,,,0.0,0.0,,,0.0,6042,UST NFA,"NWD - UDOT STA. # 2438 ECHO, DIST.#2",No,No,No
4575,3002,JHS,UST,12/28/1995 12:00:00 AM,1/5/1996 12:00:00 AM,< RCL/MCL,,,,,,,,,6043,UST NFA,JHS - MAVERIK #317,No,No,No
4576,3427,KLR,Morgan Atkinson,4/23/1998 12:00:00 AM,12/4/1998 12:00:00 AM,< RCL,,,,0.0,0.0,,0.0,0.0,6043,Internal Closeout Memo,KLR - MAVERIK #317,No,No,No
4577,3667,KUV,Kevin Beery,1/4/1999 12:00:00 AM,8/5/1999 12:00:00 AM,< Tier 1,Unknown,E,SE,0.0,0.0,,0.0,0.0,6043,Tier 1 Worksheet,KUV - MAVERIK #317,No,No,No
4578,5995,OAK,UST,8/14/2020 12:00:00 AM,4/13/2021 12:00:00 AM,< ISLs,,,,0.0,0.0,,0.0,0.0,6043,UST NFA,OAK - MAVERIK #317,No,No,No
4579,3003,IXW,[Lenora Bishop],5/26/1995 12:00:00 AM,4/18/1997 12:00:00 AM,<blank>,,,,2.0,,Eligible (100),100.0,10000.0,6044,Closeout Checklist,IXW - KAMAS 7-ELEVEN,No,No,No
4580,3965,LFL,Kevin Beery,6/1/2000 12:00:00 AM,7/8/2002 12:00:00 AM,<blank>,,,,0.0,0.0,,0.0,0.0,6044,<Blank>,LFL - KAMAS 7-ELEVEN,No,No,No
4581,5856,NVA,Michael Pecorelli,8/29/2019 12:00:00 AM,10/22/2019 12:00:00 AM,< ISL,12,W,,0.0,0.0,,,0.0,6044,Tier 1 Worksheet,NVA - KAMAS 7-ELEVEN,No,No,No
4582,3004,JEG,Kevin Beery,10/11/1995 12:00:00 AM,12/11/2015 12:00:00 AM,> Tier 1,4-8,W,,,,Eligible (100),100.0,10000.0,6045,Tier 1 Worksheet w/ Supp. Info,JEG - BRISTOW'S,Yes,No,No
4583,3005,HOX,[Dale Urban],6/8/1992 12:00:00 AM,6/14/1994 12:00:00 AM,<blank>,,,,,,,,,6046,<blank>,HOX - BELL'S HOLIDAY HILLS,No,No,No
4584,3006,HJB,[Bruce Hagans],1/29/1992 12:00:00 AM,5/27/1999 12:00:00 AM,< Tier 1,17ft,NE,,,,Eligible (100),100.0,25000.0,6047,Tier 1 Worksheet w/ Supp. Info,HJB - TOP STOP C-15,No,No,No
4585,6097,OEM,Liberty Coe,6/13/2022 12:00:00 AM,3/7/2023 12:00:00 AM,Int. CO Files to LUST,,,,0.0,0.0,,0.0,0.0,6047,Internal Closeout Memo,OEM - TOP STOP C-15,No,No,No
4586,3007,FOX,[Dale Urban],3/15/1990 12:00:00 AM,4/12/1995 12:00:00 AM,<blank>,,,,370.0,,,,,6048,<blank>,FOX - PARK CITY SERVICE CENTER,No,No,No
4587,3008,GYK,[Dale Urban],7/1/1991 12:00:00 AM,8/5/1992 12:00:00 AM,<blank>,,,,,,,,,6054,<blank>,GYK - OUTPOST,No,No,No
4588,4277,LQK,Kevin Beery,12/3/2002 12:00:00 AM,3/4/2003 12:00:00 AM,< RCL/MCL,,,,0.0,0.0,,0.0,0.0,6054,Internal Closeout Memo,LQK - OUTPOST,No,No,No
4589,4754,MFW,[J.D. Keetley],5/3/2007 12:00:00 AM,9/7/2010 12:00:00 AM,< Tier 1,  Unknown (> 15),,,100.0,0.0,Eligible (100),100.0,10000.0,6054,Tier 1 Worksheet w/ Supp. Info,MFW - OUTPOST,No,No,No
4590,3009,GYP,[Pat Sheehan],7/8/1991 12:00:00 AM,6/12/1995 12:00:00 AM,<blank>,,,,1.0,,,,,6055,<blank>,GYP - T.R.'S AUTO REPAIR,No,No,No
4591,3010,JFH,[Dale Urban],11/2/1995 12:00:00 AM,7/7/2003 12:00:00 AM,< Tier 1,,,,113.0,,,0.0,0.0,6058,Tier 1 Worksheet,JFH - ONTARIO NO. 3 SHAFT,No,No,No
4592,3011,JNX,UST,6/3/1996 12:00:00 AM,6/3/1996 12:00:00 AM,< RCL/MCL,,,,,,,,,6060,UST NFA,JNX - SUMMIT COUNTY LANDFILL HENEFER,No,No,No
4593,3012,KFJ,[Bruce Hagans],9/26/1997 12:00:00 AM,10/20/1998 12:00:00 AM,< Tier 1,5ft,N,,,,,0.0,0.0,6061,Tier 1 Worksheet w/ Supp. Info,KFJ - BELL BROS. OIL COMPANY-SINCLAIR,No,No,No
4594,3769,KYS,Kevin Beery,5/14/1999 12:00:00 AM,7/3/2002 12:00:00 AM,< Tier 1,,,,0.0,0.0,,0.0,0.0,6061,Tier 1 Worksheet w/ Supp. Info,KYS - BELL BROS. OIL COMPANY-SINCLAIR,No,No,No
4595,3013,GFM,[Robin Jenkins],10/24/1990 12:00:00 AM,5/27/1994 12:00:00 AM,<blank>,,,,420.0,,,,,6063,Closeout Checklist,GFM - UDOT STA. # 2437 KAMAS,No,No,No
4596,5929,NXV,Molly Parker,6/25/2020 12:00:00 AM,4/18/2022 12:00:00 AM,< ISLs,14-15' bgs,E,NE,0.0,0.0,Eligible (100),100.0,10000.0,6064,Tier 1 Worksheet,NXV - JEREMY GOLF MAINT. BUILDING,No,No,No
4597,3014,FIT,[Paul Zahn],11/7/1989 12:00:00 AM,3/23/1990 12:00:00 AM,<blank>,,,,,,,,,6065,<blank>,FIT - UDOT STA. #235 UHP PUMP,No,No,No
4598,3015,FLA,[Dale Urban],12/20/1989 12:00:00 AM,4/24/2006 12:00:00 AM,< Tier 1,,,,,,,,,6067,Tier 1 Worksheet,FLA - DIME SAVINGS OF NEW YORK,No,No,No
4599,3016,HSD,[Dale Urban],7/30/1992 12:00:00 AM,1/26/1994 12:00:00 AM,<blank>,,,,33.0,,,0.0,0.0,6068,Closeout Checklist,HSD - JEREMY RANCH PUMP STATION,No,No,No
4600,3017,GBU,[Dale Urban],8/31/1990 12:00:00 AM,4/12/1995 12:00:00 AM,<blank>,,,,184.0,,,,,6071,<blank>,GBU - ECHO,No,No,No
4601,3018,GBV,[Robin Jenkins],8/31/1990 12:00:00 AM,5/24/1995 12:00:00 AM,<blank>,,,,25.0,,,,,6072,<blank>,GBV - WAHSATCH STATION,No,No,No
4602,3019,GBW,[Dale Urban],8/31/1990 12:00:00 AM,4/15/1994 12:00:00 AM,<blank>,,,,21.0,,,,,6073,<blank>,GBW - COALVILLE,No,No,No
4603,6032,OBX,UST,9/27/2021 12:00:00 AM,9/29/2021 12:00:00 AM,Int. CO Files to UST,,,,0.0,0.0,,0.0,0.0,6075,UST NFA,OBX - SOUTH SUMMIT SCHOOL DISTRICT BUS GARAGE,No,No,No
4604,3812,LAE,UST,8/27/1999 12:00:00 AM,8/27/1999 12:00:00 AM,< RCL/MCL,,,,0.0,0.0,,0.0,0.0,6075,UST NFA,LAE - SOUTH SUMMIT SCHOOL DISTRICT BUS GARAGE,No,No,No
4605,4358,LTD,Kevin Beery,4/24/2006 12:00:00 AM,7/17/2006 12:00:00 AM,Release not confirmed,,,,0.0,0.0,,0.0,0.0,6075,Internal Closeout Memo,LTD - SOUTH SUMMIT SCHOOL DISTRICT BUS GARAGE,No,No,No
4606,5257,MXN,[Robin Davis],5/10/2012 12:00:00 AM,2/15/2013 12:00:00 AM,< ISL,>9,,,0.0,0.0,,,0.0,6075,Tier 1 Worksheet,MXN - SOUTH SUMMIT SCHOOL DISTRICT BUS GARAGE,No,No,No
4607,5224,MWG,Michael Pecorelli,12/8/2011 12:00:00 AM,7/5/2013 12:00:00 AM,< Tier 1,10 ft bgs,E,SE,75.0,0.0,Eligible (100),100.0,10000.0,6078,Tier 1 Worksheet w/ Supp. Info,MWG - 1ST STOP SVC LLC,Yes,No,No
4608,3020,JCK,[Dale Urban],9/1/1995 12:00:00 AM,11/7/1995 12:00:00 AM,< RCL/MCL,,,,62.0,,,,,6082,<blank>,JCK - OSGUTHORPE DAIRY,No,No,No
4609,3021,HLK,[Dale Urban],3/25/1992 12:00:00 AM,4/24/1992 12:00:00 AM,<blank>,,,,,,,,,6085,Internal Closeout Memo,HLK - F.D.I.C. PROPERTY KAMAS LUMBER,No,No,No
4610,3022,HQX,[Dale Urban],7/13/1992 12:00:00 AM,2/11/1994 12:00:00 AM,Int. CO Files to UST,,,,,,,,,6087,Internal Closeout Memo,HQX - BEAR RIVER SERVICE,No,No,No
4611,3023,HTR,[Dale Urban],9/3/1992 12:00:00 AM,9/30/1996 12:00:00 AM,<blank>,,,,3208.0,,,,,6088,Tier 1 Worksheet,HTR - PAYLESS DRUG STORE,No,No,No
4612,3024,JDR,UST,9/9/1995 12:00:00 AM,9/27/1995 12:00:00 AM,< RCL/MCL,,,,,,,,,6089,UST NFA,JDR - ATandT COALVILLE K SITE,No,No,No
4613,6027,OBS,UST,8/16/2021 12:00:00 AM,9/8/2021 12:00:00 AM,Int. CO Files to UST,,,,0.0,0.0,,0.0,0.0,6095,UST NFA,OBS - SUMMIT COUNTY PUBLIC WORKS ,No,No,No
4614,3026,IYU,UST,5/23/1995 12:00:00 AM,6/12/1995 12:00:00 AM,< RCL/MCL,,,,,,,,,6096,UST NFA,IYU - SILVER MEADOWS ESTATES,No,No,No
4615,6020,OBK,UST,7/27/2021 12:00:00 AM,9/24/2021 12:00:00 AM,Int. CO Files to UST,,,,0.0,0.0,,0.0,0.0,6097,UST NFA,OBK - SUMMIT COUNTY PUBLIC WORKS - OIL USTS,No,No,No
4616,3027,JNJ,[Dale Urban],5/17/1996 12:00:00 AM,9/15/1998 12:00:00 AM,Transfer - DWQ,,,,,,,,,6099,Internal Closeout Memo,JNJ - WINTER SPORTS PARK,No,No,No
4617,3028,JTU,[Dale Urban],10/3/1996 12:00:00 AM,10/2/1998 12:00:00 AM,< Tier 1,~10ft,N,N,,,,,,6100,Tier 1 Worksheet,JTU - PARK CITY FIRE SERVICE DISTRICT,No,No,No
4618,3029,GQN,[Robin Jenkins],3/14/1991 12:00:00 AM,6/19/1995 12:00:00 AM,<blank>,,,,200.0,,,,,6102,<blank>,GQN - AMERICAN SALT COMPANY,No,No,No
4619,3030,FFR,[Paul Zahn],7/5/1989 12:00:00 AM,6/8/1990 12:00:00 AM,<blank>,,,,,,,,,6103,<blank>,FFR - ATandT BARRO,No,No,No
4620,3031,HLO,Hillary Mason,3/30/1992 12:00:00 AM,12/6/1996 12:00:00 AM,<blank>,,,,12.0,,,,,6105,Tier 1 Worksheet,HLO - STANSBURY,No,No,No
4622,3434,KLX,Hillary Mason,5/11/1998 12:00:00 AM,1/21/1999 12:00:00 AM,< Tier 1,~1000 ft,E,SE,0.0,0.0,,0.0,0.0,6107,Tier 1 Worksheet w/ Supp. Info,KLX - BARRICK MERCUR MINE,No,No,No
4623,3033,HXA,[Kirsten Kelly],11/8/1992 12:00:00 AM,7/12/1996 12:00:00 AM,<blank>,,,,115.0,,,,,6110,Tier 1 Worksheet,HXA - CHRISTENSEN and GRIFFITH CONST. CO,No,No,No
4624,3034,GEK,[Robin Jenkins],10/10/1990 12:00:00 AM,5/18/1995 12:00:00 AM,<blank>,,,,,,,,,6111,<blank>,GEK - CONSOLIDATED DISTRIBUTING CO. IN,No,No,No
4625,3035,FHA,[Robin Jenkins],9/13/1989 12:00:00 AM,6/27/1995 12:00:00 AM,<blank>,,,,900.0,,Ineligible (0),0.0,0.0,6112,<blank>,FHA - TOP STOP C-80,No,No,No
4626,3036,GJS,[John Menatti],12/4/1990 12:00:00 AM,1/21/2003 12:00:00 AM,< Tier 1,55,NE,,,,Ineligible (0),0.0,0.0,6113,Tier 1 Worksheet w/ Supp. Info,GJS - CARRILLO BROTHERS AUTO SERVICE,No,No,No
4627,5899,NWR,Kevin Beery,2/6/2020 12:00:00 AM,4/26/2022 12:00:00 AM,< Tier 1,,,,0.0,0.0,Eligible (100),100.0,10000.0,6113,Tier 1 Worksheet,NWR - CARRILLO BROTHERS AUTO SERVICE,No,No,No
4628,3037,FVY,[Mike Pfeiffer],6/21/1990 12:00:00 AM,9/18/1992 12:00:00 AM,<blank>,,,,60.0,,,,,6114,<blank>,FVY - STATELINE CHEVRON 94214,No,No,No
4629,3038,HYV,[Jim Martin],12/28/1992 12:00:00 AM,11/4/1994 12:00:00 AM,< RCL/MCL,,,,,,,0.0,0.0,6116,Internal Closeout Memo,HYV - Lhoist North America,No,No,No
4630,3039,JZP,Michael Pecorelli,4/17/1997 12:00:00 AM,2/25/1999 12:00:00 AM,> Tier 1,,,,,,,0.0,0.0,6116,Tier 2 Worksheet,JZP - Lhoist North America,No,No,No
4631,5072,MQR,Hillary Mason,7/13/2010 12:00:00 AM,9/9/2010 12:00:00 AM,< Tier 1,>12 feet,N,,0.0,0.0,,0.0,0.0,6122,Tier 1 Worksheet w/ Supp. Info,MQR - LAWRENCE'S TEXACO,No,No,No
4632,3040,ION,[Jim Martin],4/10/1994 12:00:00 AM,5/24/1995 12:00:00 AM,<blank>,,,,30.0,,,0.0,0.0,6124,<blank>,ION - ERDA DAIRY PROJECT,No,No,No
4633,3383,KKC,Michael Pecorelli,3/11/1998 12:00:00 AM,4/10/1998 12:00:00 AM,> Tier 1,,,,0.0,0.0,,0.0,0.0,6126,Tier 1 Worksheet w/ Supp. Info,KKC - U.S.WEST 674744,No,No,No
4634,5741,NQN,Hong-Lei Tao,1/16/2018 12:00:00 AM,4/17/2018 12:00:00 AM,< ISL,Unknown,,,0.0,0.0,,,0.0,6133,Tier 1 Worksheet,NQN - 7-ELEVEN 1851-19587,No,No,No
4635,6162,OGZ,UST,1/27/2023 12:00:00 AM,2/2/2023 12:00:00 AM,Int. CO Files to UST,,,,0.0,0.0,,0.0,0.0,6133,UST NFA,OGZ - 7-ELEVEN 1851-19587,No,No,No
4636,3042,HEM,[Jim Martin],11/4/1991 12:00:00 AM,10/17/1994 12:00:00 AM,<blank>,,,,,,,,,6134,<blank>,HEM - TOOELE COUNTY CORP.,No,No,No
4637,3043,FYH,[Robin Jenkins],7/19/1990 12:00:00 AM,3/20/1991 12:00:00 AM,<blank>,,,,,,,,,6135,<blank>,FYH - TOOELE COUNTY CORP. COURTHOUSE,No,No,No
4638,3044,GCS,[Robin Jenkins],9/7/1990 12:00:00 AM,6/14/1995 12:00:00 AM,<blank>,,,,65.0,,,,,6137,<blank>,GCS - FAUST STATION,No,No,No
4639,6103,OES,Liberty Coe,7/11/2022 12:00:00 AM,3/8/2023 12:00:00 AM,Int. CO Files to LUST,,,,0.0,0.0,,0.0,0.0,6137,UST NFA,OES - FAUST STATION,No,No,No
4641,3045,FEM,[Alex Pashley],5/16/1989 12:00:00 AM,10/16/1990 12:00:00 AM,<blank>,7 ft bgs,,,5.0,,,,,6140,<blank>,FEM - SALT LAKE CITY TRAVEL CENTER,No,No,No
4642,3046,HME,[Jim Martin],4/10/1992 12:00:00 AM,12/11/1995 12:00:00 AM,<blank>,,,,,,Ineligible (0),0.0,0.0,6140,<blank>,HME - SALT LAKE CITY TRAVEL CENTER,No,No,No
4643,3047,JFR,Michael Pecorelli,11/9/1995 12:00:00 AM,8/13/1997 12:00:00 AM,> Tier 1,,,,1819.0,,Eligible (100),100.0,10000.0,6140,"UST NFA, TIER 1 W/INFO, CHECKLIST",JFR - SALT LAKE CITY TRAVEL CENTER,No,No,No
4644,3048,FWA,[Robin Jenkins],1/19/1990 12:00:00 AM,10/15/1990 12:00:00 AM,<blank>,,,,600.0,,,,,6141,<blank>,FWA - MARBLEHEAD MOUNTAIN FACILITY,No,No,No
4645,5594,NKU,Hillary Mason,7/5/2016 12:00:00 AM,4/10/2023 12:00:00 AM,< Tier 1,7,,,0.0,0.0,,,0.0,6144,Tier 1 Worksheet,NKU - U.S. ARMY DUGWAY PROVING GROUND,No,No,No
4646,3056,FBC,[Paul Zahn],2/18/1987 12:00:00 AM,2/28/1989 12:00:00 AM,<blank>,,,,,,,,,6144,<blank>,FBC - U.S. ARMY DUGWAY PROVING GROUND,No,No,No
4647,3057,GIG,[Robin Jenkins],10/19/1990 12:00:00 AM,5/9/1995 12:00:00 AM,<blank>,,,,,,,,,6144,<blank>,GIG - U.S. ARMY DUGWAY PROVING GROUND,No,No,No
4648,4489,LWZ,[Melissa Turchi],9/17/2004 12:00:00 AM,1/13/2005 12:00:00 AM,< Tier 1,,,,0.0,0.0,,0.0,0.0,6144,Tier 1 Worksheet,LWZ - U.S. ARMY DUGWAY PROVING GROUND,No,No,No
4649,4938,MMI,UST,10/18/2004 12:00:00 AM,4/14/2009 12:00:00 AM,< RCL/MCL,,,,0.0,0.0,,0.0,0.0,6144,UST NFA,MMI - U.S. ARMY DUGWAY PROVING GROUND,No,No,No
4650,4939,MMH,UST,10/18/2004 12:00:00 AM,4/14/2009 12:00:00 AM,< RCL/MCL,,,,0.0,0.0,,0.0,0.0,6144,UST NFA,MMH - U.S. ARMY DUGWAY PROVING GROUND,No,No,No
4651,3058,IGD,[Kate Johnson],9/2/1993 12:00:00 AM,4/18/1994 12:00:00 AM,<blank>,,,,350.0,,,0.0,0.0,6147,<blank>,IGD - UTAH POWER and LIGHT COMPANY,No,No,No
4652,3059,HYP,[Evan Sullivan],12/30/1992 12:00:00 AM,1/20/1995 12:00:00 AM,Int. CO Files to UST,,,,,,,,,6148,<blank>,HYP - VERNON BEEF PROJECT,No,No,No
4654,4835,MIR,Hillary Mason,2/12/2008 12:00:00 AM,2/24/2009 12:00:00 AM,> Tier 1,>200 feet,,,0.0,0.0,,0.0,0.0,6150,Tier 1 Worksheet w/ Supp. Info,"MIR - PARK CALDWELL and SONS, INC.",No,No,No
4655,3060,FZG,[Robin Jenkins],8/6/1990 12:00:00 AM,5/15/1995 12:00:00 AM,<blank>,,,,,,,,,6151,<blank>,FZG - STATE LINE MAINTENANCE YARD,No,No,No
4656,3062,HNP,Hillary Mason,5/7/1992 12:00:00 AM,3/27/2018 12:00:00 AM,> Tier 1,8 - 12 ft,S,SE,,,,,0.0,6152,Tier 1 Worksheet w/ Supp. Info,HNP - US MAGNESIUM (Auto Shop),No,No,No
4657,3457,KMW,Hillary Mason,5/7/1992 12:00:00 AM,7/2/1998 12:00:00 AM,< RCL/MCL,~8ft - 12ft,N,NW,0.0,0.0,,0.0,0.0,6152,Tier 1 Worksheet,KMW - US MAGNESIUM (Auto Shop),No,No,No
4658,3063,GPA,[Robin Jenkins],2/15/1991 12:00:00 AM,6/6/1995 12:00:00 AM,<blank>,,,,40.0,500.0,,,,6153,<blank>,GPA - IBAPAH ELEMENTARY SCHOOL,No,No,No
4659,3064,HEE,[Mike Pfeiffer],10/29/1991 12:00:00 AM,1/14/1992 12:00:00 AM,<blank>,,,,83.0,,,,,6154,<blank>,HEE - ED'S 66 SERVICE,No,No,No
4660,5003,MOM,UST,10/19/2009 12:00:00 AM,10/28/2009 12:00:00 AM,< RCL/MCL,,,,0.0,0.0,,0.0,0.0,6155,UST NFA,MOM - HOLIDAY #42,No,No,No
4661,4881,MKG,UST,6/6/2008 12:00:00 AM,8/4/2008 12:00:00 AM,< RCL/MCL,,,,0.0,0.0,,0.0,0.0,6155,UST NFA,MKG - HOLIDAY #42,No,No,No
4662,3065,HDT,[Mike Pfeiffer],9/26/1991 12:00:00 AM,9/18/1992 12:00:00 AM,<blank>,,,,400.0,,,,,6157,<blank>,"HDT - BUS GARAGE, TOOELE CO. SCHOOL",No,No,No
4663,3066,FTB,[Robin Jenkins],5/18/1990 12:00:00 AM,7/12/1995 12:00:00 AM,<blank>,,,,80.0,,,,,6159,<blank>,FTB - Grantsville UDOT #2422,No,No,No
4664,3784,KZF,Michael Pecorelli,6/30/1999 12:00:00 AM,8/18/2000 12:00:00 AM,< Tier 1,> 12 ft,N,,0.0,0.0,,0.0,0.0,6159,Tier 1 Worksheet,KZF - Grantsville UDOT #2422,No,No,No
4665,5859,NVD,UST,9/6/2019 12:00:00 AM,10/1/2019 12:00:00 AM,< ISL,,,,0.0,0.0,,,0.0,6159,UST NFA,NVD - Grantsville UDOT #2422,No,No,No
4666,3067,FSQ,[Kirsten Kelly],5/11/1990 12:00:00 AM,12/4/1995 12:00:00 AM,<blank>,,,,,,,,,6160,<blank>,FSQ - UDOT STA. # 2423,No,No,No
4667,3068,HHT,[Jim Martin],12/19/1991 12:00:00 AM,4/4/1995 12:00:00 AM,<blank>,,,,240.0,,,0.0,0.0,6160,<blank>,HHT - UDOT STA. # 2423,No,No,No
4668,3070,GUJ,Hillary Mason,5/22/1991 12:00:00 AM,10/21/2002 12:00:00 AM,< Tier 1,~17ft - 20ft,N,,,,,,,6161,Tier 1 Worksheet w/ Supp. Info,"GUJ - HALES OIL COMPANY, INC.",No,No,No
4669,3071,FJL,Hillary Mason,11/13/1989 12:00:00 AM,12/13/1996 12:00:00 AM,<blank>,8.5 - 10 ft bgs,S,SE,25.0,0.0,,,,6165,Tier 1 Worksheet,FJL - UDOT STA. # 2421,No,No,No
4670,3072,IGL,Hillary Mason,4/27/1993 12:00:00 AM,12/13/1996 12:00:00 AM,<blank>,14 ft bgs,S,SE,,,Eligible (100),100.0,10000.0,6165,Tier 1 Worksheet,IGL - UDOT STA. # 2421,No,No,No
4671,3073,FVT,[Kirsten Kelly],3/9/1990 12:00:00 AM,5/7/1996 12:00:00 AM,<blank>,4.5 ft bgs,W,,,0.0,,,,6168,Tier 1 Worksheet,FVT - U.H.P. PORT OF ENTRY,No,No,No
4672,3074,GBH,[Robin Jenkins],8/24/1990 12:00:00 AM,7/6/1995 12:00:00 AM,<blank>,Unknown,,,,,,,,6169,<blank>,GBH - SINCLAIR,No,No,No
4673,3075,IIM,Mark Crim,11/2/1993 12:00:00 AM,2/1/1996 12:00:00 AM,<blank>,Unknown,,,,,,,,6169,<blank>,IIM - SINCLAIR,No,No,No
4674,3076,GLC,[Robin Jenkins],12/4/1990 12:00:00 AM,6/12/1995 12:00:00 AM,<blank>,400 - 500 ft bgs,,,4.0,,,,,6173,<blank>,GLC - TOOELE CITY SHOP,No,No,No
4677,4103,LKK,Michael Pecorelli,7/3/2001 12:00:00 AM,9/24/2001 12:00:00 AM,< Tier 1,> 100 ft,N,NW,0.0,0.0,,0.0,0.0,6179,Tier 1 Worksheet,LKK - CONDISCO,No,No,No
4678,3753,KYB,Hillary Mason,4/20/1999 12:00:00 AM,2/4/2000 12:00:00 AM,Transfer - DWQ,>50ft,,,0.0,0.0,,0.0,0.0,6183,<Blank>,"KYB - BOLINDER REAL ESTATE, L.C.",No,No,No
4679,5443,NET,UST,9/29/2014 12:00:00 AM,10/7/2014 12:00:00 AM,< ISL,,,,0.0,0.0,,,0.0,6183,UST NFA,"NET - BOLINDER REAL ESTATE, L.C.",No,No,No
4680,3078,GAN,[Robin Jenkins],8/17/1990 12:00:00 AM,12/30/1996 12:00:00 AM,<blank>,> 12 ft bgs,W,,,,,,,6184,Tier 1 Worksheet,GAN - BILL ANSELMI GMC,No,No,No
4681,4494,LXE,Michael Pecorelli,10/6/2004 12:00:00 AM,5/2/2006 12:00:00 AM,< Tier 1,>12 ft,E,,0.0,0.0,Eligible (100),100.0,10000.0,6186,Tier 1 Worksheet,LXE - STS COMMUNICATIONS BLDG.,No,No,No
4682,3079,GEY,[Robin Jenkins],9/24/1990 12:00:00 AM,8/23/1991 12:00:00 AM,<blank>,Unknown,,,,,,,,6187,<blank>,GEY - JOE LONGO RESIDENCE,No,No,No
4683,4767,MGJ,UST,12/19/2005 12:00:00 AM,4/10/2007 12:00:00 AM,< RCL/MCL,,,,0.0,0.0,,0.0,0.0,6188,UST NFA,MGJ - FIVE STAR AUTO QUICK LUBE,No,No,No
4684,4741,MFJ,Hillary Mason,4/10/2007 12:00:00 AM,3/9/2010 12:00:00 AM,< RCL/MCL,>20,,,0.0,0.0,,,0.0,6193,Tier 1 Worksheet,MFJ - Hales Oil Co. Stockton,No,No,No
4686,5174,MUJ,UST,6/13/2011 12:00:00 AM,6/23/2011 12:00:00 AM,< ISL,,,,0.0,0.0,,0.0,0.0,6205,UST NFA,MUJ - ROUND 2 TEXACO,No,No,No
4687,3549,KQH,Michael Pecorelli,9/17/1998 12:00:00 AM,4/3/2001 12:00:00 AM,< Tier 1,> 96ft,SE,,300.0,0.0,Eligible (100),100.0,10000.0,6207,Tier 1 Worksheet,KQH - MILLERS WENDOVER,No,No,No
4688,5175,MUK,UST,6/20/2011 12:00:00 AM,6/23/2011 12:00:00 AM,< ISL,,,,0.0,0.0,,,0.0,6207,UST NFA,MUK - MILLERS WENDOVER,No,No,No
4689,3082,GUF,[Robin Jenkins],5/21/1991 12:00:00 AM,5/23/1995 12:00:00 AM,<blank>,unknown,,,54.0,,,,,6208,<blank>,GUF - MAINTENANCE SHOP/GOLF COURSE,No,No,No
4690,3083,ITE,Hillary Mason,10/24/1994 12:00:00 AM,9/4/1998 12:00:00 AM,< Tier 1,~9ft,N,NE,,,,0.0,0.0,6210,Tier 1 Worksheet,ITE - RALLY STOP #12,No,No,No
4691,3859,LBY,Michael Pecorelli,11/3/1999 12:00:00 AM,11/23/1999 12:00:00 AM,< Tier 1,~9ft,N,,0.0,0.0,,0.0,0.0,6210,Tier 1 Worksheet,LBY - RALLY STOP #12,No,No,No
4692,3084,IDU,[Evan Sullivan],8/6/1991 12:00:00 AM,1/25/1995 12:00:00 AM,<blank>,unknown,,,32.0,,,,,6211,<blank>,IDU - UPRR-WARNER STATION,No,No,No
