release_id,land_location_id,facility_id,tank_system_id,end_type,note,project_manager,agency_lead,hist_source_of_funding,responsible_party_obs,product_type_released_old,impacted_media_old,chemicals_of_concern,hist_lust_approval,closed_resid_contam,closed_w_followup_needed,nhpa_done,nhpa_date,esa_done,esa_date,created_by,created_date,updated_by,updated_date,sampling_schedule,other_sampling_schedule,fyr_required,release_name,suspected_causes,how_discovered,product_type_released,substance_comments,impacted_media_new,impacted_media_comments,state_lust_id_number
2028,8318,8238.0,,Conditional,,83.0,,,,,Soil,,No,N,,,,,,CBoulind,2006-11-16 00:00:00,,2021-12-16 11:12:50,,,,Release 2,5,8,,,3,,
2029,8319,8239.0,,,,83.0,,,,,"Groundwater, Soil",,No,N,,,,,,mmillner,1995-11-13 00:00:00,,2021-12-16 11:12:50,,,,Release 1,,,,,3:2,,
2030,8320,8240.0,,Unconditional,,,,,,,Soil,,No,N,,,,,,CBoulind,1990-11-28 00:00:00,,2021-12-16 11:12:50,,,,Release 1,3,5,,,3,,
2031,8324,8244.0,,Conditional,,79.0,,,,,"Depth to Groundwater: 12, Groundwater, Soil",,No,N,,,,,,CBoulind,1994-04-05 00:00:00,,2021-12-16 11:12:50,,,,Release 1,1,,,,3:2,Depth to Groundwater: 12,
2032,8332,8252.0,,Unconditional,,83.0,,,,,,,No,N,,,,,,CBoulind,1992-07-15 00:00:00,,,,,,Release 1,,,,,,,
2033,8343,8263.0,,Conditional,,,,,,,"Depth to Groundwater: 24, Soil",,No,N,,,,,,CBoulind,2007-11-28 00:00:00,,2021-12-16 11:12:50,,,,Release 1,1:2,5,,,3:2,Depth to Groundwater: 24,
2034,8344,8264.0,,Unconditional,Date Event Reported: 06/12/1992 00:00:00,69.0,,,,,"Depth to Groundwater: 10, Groundwater, Soil",,No,Y,,,,,,CBoulind,1992-06-12 00:00:00,,2021-12-16 11:12:50,,,,Release 1,3,5,,,3:2,Depth to Groundwater: 10,
2035,8345,8265.0,,Unconditional,,83.0,,,,,"Depth to Groundwater: 15, Soil",,No,Y,,,,,,CBoulind,2001-10-31 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2:4,5,,,3:2,Depth to Groundwater: 15,
2036,8347,8267.0,,,Date Event Reported: 02/01/2010 00:00:00,,,,,,Soil,,No,N,,,,,,pnenninger,2010-01-14 00:00:00,,2021-12-16 11:12:50,,,,Release 1,1,5,,,3,,
2037,8349,8269.0,,Conditional,Date Event Reported: 03/01/1994 00:00:00,83.0,,,,,Soil,,No,N,,,,,,CBoulind,1994-03-01 00:00:00,,2021-12-16 11:12:50,,,,Release 1,3,8,,,3,,
2038,8350,8270.0,,Unconditional,,73.0,,,,,"Depth to Groundwater: 10, Soil",,No,Y,,,,,,CBoulind,1990-01-16 00:00:00,,2021-12-16 11:12:50,,,,Release 1,3,5,,,3:2,Depth to Groundwater: 10,
2039,8355,8275.0,,Unconditional,,,,,,,,,No,N,,,,,,wmoon,1997-02-14 00:00:00,,,,,,Release 1,,,,,,,
2040,8363,8283.0,,Conditional,Date Event Reported: 10/09/1990 00:00:00,83.0,,,,,"Depth to Groundwater: 8, Groundwater, Soil",,No,N,,,,,,CBoulind,1990-10-09 00:00:00,,2021-12-16 11:12:50,,,,Release 1,5:6,5,,,3:2,Depth to Groundwater: 8,
2041,8364,8284.0,,Unconditional,,83.0,,,,,Soil,,No,Y,,,,,,CBoulind,1994-12-05 00:00:00,,2021-12-16 11:12:50,,,,Release 1,3,5,,,3,,
2042,8366,8286.0,,Unconditional,,,,,,,,,No,N,,,,,,cboulind,1991-06-25 00:00:00,,,,,,Release 1,,,,,,,
2043,8367,8287.0,,Unconditional,,83.0,,,,,"Depth to Groundwater: 6, Soil",,No,Y,,,,,,CBoulind,1993-06-03 00:00:00,,2021-12-16 11:12:50,,,,Release 1,3,5,,,3:2,Depth to Groundwater: 6,
2044,8369,8289.0,,Unconditional,Date Event Reported: 05/21/2014 00:00:00,,,,,,Soil,,No,Y,,,,,,Rrau,2014-05-20 00:00:00,,2021-12-16 11:12:50,,,,Release 1,1:3:4,5,,,3,,
2045,8370,8290.0,,Unconditional,,73.0,,,,,,,No,N,,,,,,mshepherd,1993-02-05 00:00:00,,,,,,Release 1,,,,,,,
2046,8371,8291.0,,Unconditional,,71.0,,,,,Soil,,No,Y,,,,,,CBoulind,1990-03-07 00:00:00,,2021-12-16 11:12:50,,,,Release 1,3,5,,,3,,
2047,8376,8296.0,,Unconditional,,79.0,,,,,Soil,,No,Y,,,,,,CBoulind,1993-08-18 00:00:00,,2021-12-16 11:12:50,,,,Release 1,,5,,,3,,
2048,8381,8301.0,,Unconditional,,83.0,,,,,,,No,N,,,,,,CBoulind,2000-10-17 00:00:00,,,,,,Release 1,,,,,,,
2049,8382,8302.0,,Conditional,,83.0,,,,,"Depth to Groundwater: 8, Groundwater, Soil",,No,N,,,,,,CBoulind,1997-08-19 00:00:00,,2021-12-16 11:12:50,,,,Release 1,3:4,5,,,3:2,Depth to Groundwater: 8,
2050,8385,8305.0,,Unconditional,,75.0,,,,,,,No,N,,,,,,wmoon,1996-03-12 00:00:00,,,,,,Release 1,,,,,,,
2051,8386,8306.0,,Unconditional,,83.0,,,,,,,No,N,,,,,,CBoulind,1994-08-16 00:00:00,,,,,,Release 1,,,,,,,
2052,8387,8307.0,,Conditional,Date Event Reported: 06/01/2004 00:00:00,80.0,EPA,,,,"Depth to Groundwater: 12.6, Groundwater, Soil",,No,Y,Y,,,,,mmillner,2004-06-01 00:00:00,,2021-12-16 11:12:50,,,Y,Release 1,1:3,2,,,3:2,Depth to Groundwater: 12.6,
2053,8388,8308.0,,Conditional,,83.0,,,,,"Depth to Groundwater: 12, Groundwater, Soil",,No,N,,,,,,Rrau,1991-09-10 00:00:00,,2021-12-16 11:12:50,,,,Release 1,,,,,3:2,Depth to Groundwater: 12,
2054,8389,8309.0,,Conditional,,83.0,,,,,"Depth to Groundwater: 12, Groundwater, Soil",,Yes,N,,,,,,CBoulind,2001-08-30 00:00:00,,2021-12-16 11:12:50,,,,Release 1,3:4,8,,,3:2,Depth to Groundwater: 12,
2055,8392,8312.0,,Unconditional,,,,,,,,,No,N,,,,,,wmoon,1992-06-04 00:00:00,,,,,,Release 1,,,,,,,
2056,8393,8313.0,,Conditional,Date Event Reported: 10/06/1998 00:00:00,83.0,,,,,Soil,,No,N,,,,,,CBoulind,1998-10-08 00:00:00,,2021-12-16 11:12:50,,,,Release 1,1,1,,,3,,
2057,8393,8313.0,,Unconditional,Date Event Reported: 03/31/2010 00:00:00,,,,,,"Depth to Groundwater: 16, Soil",,No,Y,,,,,,CBoulind,2010-03-31 00:00:00,,2021-12-16 11:12:50,,,,Release 2,1:5,5,,,3:2,Depth to Groundwater: 16,
2058,8395,8315.0,,Unconditional,,,,,,,,,No,N,,,,,,wmoon,1991-03-22 00:00:00,,,,,,Release 1,,,,,,,
2059,8400,8320.0,,Conditional,,83.0,,,,,"Depth to Groundwater: 6, Groundwater, Soil",,No,N,,,,,,CBoulind,1992-01-27 00:00:00,,2021-12-16 11:12:50,,,,Release 1,6,5:8,,,3:2,Depth to Groundwater: 6,
2060,8401,8321.0,,Unconditional,Date Event Reported: 08/07/1998 00:00:00,83.0,,,,,"Depth to Groundwater: 12, Groundwater, Soil",,No,Y,,,,,,CBoulind,1998-08-07 00:00:00,,2021-12-16 11:12:50,,,,Release 1,1,5,,,3:2,Depth to Groundwater: 12,
2061,8402,8322.0,,Unconditional,,,,,,,,,No,N,,,,,,cboulind,1992-05-20 00:00:00,,,,,,Release 1,,,,,,,
2062,8404,8324.0,,Conditional,,83.0,,,,,"Depth to Groundwater: 15, Groundwater, Soil",,Yes,N,,,,,,Rrau,1991-05-31 00:00:00,,2021-12-16 11:12:50,,,,Release 1,,,,,3:2,Depth to Groundwater: 15,
2063,8405,8325.0,,Unconditional,,,,,,,,,No,N,,,,,,cboulind,1991-09-17 00:00:00,,,,,,Release 1,,,,,,,
2064,8406,8326.0,,Unconditional,,,,,,,,,No,N,,,,,,wmoon,1992-09-25 00:00:00,,,,,,Release 1,,,,,,,
2065,8407,8327.0,,Unconditional,,83.0,,,,,"Depth to Groundwater: 19, Soil",,Yes,Y,,,,,,tchang,1991-04-21 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2,5,,,3:2,Depth to Groundwater: 19,
2066,8410,8330.0,,Conditional,,73.0,,,,,"Depth to Groundwater: 8, Groundwater, Soil",,No,N,,,,,,mmillner,1991-08-14 00:00:00,,2021-12-16 11:12:50,,,,Release 1,3,5,,,3:2,Depth to Groundwater: 8,
2068,8413,8333.0,,Conditional,,73.0,,,,,"Depth to Groundwater: 11, Groundwater, Soil",,No,N,,,,,,CBoulind,1993-08-01 00:00:00,,2021-12-16 11:12:50,,,,Release 1,5:6,5,,,3:2,Depth to Groundwater: 11,
2069,8415,8335.0,,Unconditional,,73.0,,,,,"Depth to Groundwater: 14, Soil",,No,Y,,,,,,CBoulind,1995-02-22 00:00:00,,2021-12-16 11:12:50,,,,Release 1,1:6,5,,,3:2,Depth to Groundwater: 14,
2070,8416,8336.0,,Unconditional,,83.0,,,,,Soil,,No,Y,,,,,,cbertani,1995-03-10 00:00:00,,2021-12-16 11:12:50,,,,Release 1,6,5,,,3,,
2072,8418,8338.0,,Unconditional,,83.0,,,,,"Depth to Groundwater: 6, Groundwater, Soil",,No,Y,,,,,,tchang,1998-12-08 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2,5,,,3:2,Depth to Groundwater: 6,
2073,8420,8340.0,,Conditional,,77.0,,,,,"Depth to Groundwater: 12.5, Groundwater, Soil",,No,N,,,,,,CBoulind,1997-03-31 00:00:00,,2021-12-16 11:12:50,,,,Release 1,1:2:3:4,5,,,3:2,Depth to Groundwater: 12.5,
2074,8422,8342.0,,Conditional,,67.0,,,,,Soil,,No,N,,,,,,CBoulind,1993-11-02 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2:3:4,5,,,3,,
2075,8423,8343.0,,Unconditional,,67.0,,,,,"Depth to Groundwater: 12.5, Groundwater, Soil",,No,Y,,,,,,mmillner,2004-02-05 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2:4,8,,,3:2,Depth to Groundwater: 12.5,
2076,8431,8351.0,,Conditional,,74.0,,,,,Soil,,No,N,,,,,,CBoulind,1999-06-19 00:00:00,,2021-12-16 11:12:50,,,,Release 1,3:5,5,,,3,,
2077,8432,8352.0,,Unconditional,,83.0,,,,,Soil,,No,N,,,,,,CBoulind,2006-01-03 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2,5,,,3,,
2078,8435,8355.0,,Conditional,,71.0,,,,,Soil,,No,N,,,,,,CBoulind,1998-10-13 00:00:00,,2021-12-16 11:12:50,,,,Release 1,3,5,,,3,,
2103,2394,2314.0,,Conditional,,88.0,EPA,,,,groundwater,"Groundwater- benzene, TEH Diesel, TEH Waste/Motor Oil",,Y,N,,,,,ASENA,2021-05-03 08:47:11,MPOMES,2023-04-25 16:29:45,,,Y,NE-OR-2314-2014-L1,2,5,1,,2,,
2105,2404,2324.0,,,,89.0,EPA,,,,groundwater,"Groundwater- benzene, toluene, ethylbenzene, xylene, naphthalene, TPH, GRO",,,,,,,,ASENA,2021-05-03 09:12:27,,2021-12-16 11:12:50,,,Y,KS-SF-2324-2015-L1,5,8,,,2,,
863,1423,1344.0,,Unconditional,Date Event Reported: 08/22/1997,17.0,State,,,,,,No,N,,,,,,mrestaino,2017-01-03 00:00:00,,2022-10-06 09:03:06,,,Y,R5-358,,,,,,,LS0010725
1003,1740,1661.0,,Unconditional,Date Event Reported: 11/26/1990,17.0,State,,,,,,No,N,,,,,,FBecker,2012-04-23 00:00:00,,2022-10-06 09:03:06,,,Y,R5-231,,,,,,,C-2452-90
2111,2343,2263.0,,Institutional Control,,93.0,EPA,,,Diesel,Soil & groundwater,Diesel,Yes,Y,N,,,,,WSMITH2,2021-05-27 15:57:28,UGIRI,2023-07-11 11:37:34,,,N,Original diesel release,2,2,2,,3:2,,
2112,2353,2273.0,,Conditional,,93.0,EPA,,,BTEX,Soil & groundwater,BTEX,No,Y,Y,,,N,,WSMITH2,2021-05-27 16:06:01,DSTOUT01,2023-07-17 14:38:06,None,,Y,Old release,,,1,,3:2,,
2113,2364,2284.0,,Conditional,There was also a prior release on 12/1/1990. ,93.0,EPA,,,BTEX,Soil & groundwater,BTEX,Yes,Y,Y,,,Y,,WSMITH2,2021-05-27 16:21:05,DSTOUT01,2022-12-05 16:12:33,Quarterly,,Y,Old release,1,2,,,3:2,,
2114,2325,,,Unconditional,,93.0,EPA,,,Diesel,Surface Water,Diesel,No,N,N,,,N,,WSMITH2,2021-05-27 16:32:09,,2021-12-16 11:12:50,None,,N,Old diesel release,1,4,2,,5,,
2115,2327,2247.0,,Unconditional,Gasoline contamination in tank pit discovered to be from UST overfills.  Soil and product removal and longterm monitoring began in 1996.,93.0,EPA,,,BTEX,Soil & groundwater,BTEX,No,N,N,Y,2017-06-17,Y,1994-01-01,WSMITH2,2021-05-27 16:43:29,,2021-12-16 11:12:50,Annual,,Y,Old gasoline release,3,3,,,3:2,,
2116,2327,2247.0,,Conditional,,93.0,Tribe,,,Diesel,Soil & groundwater,Diesel,No,N,N,,,,,WSMITH2,2021-05-27 16:59:39,,2021-12-16 11:12:50,Annual,,Y,Old diesel release,1,7,2,,3:2,,
2117,2348,2268.0,,Unconditional,,93.0,EPA,,,Diesel,Soil & groundwater,Diesel,No,N,N,,,,,WSMITH2,2021-05-27 17:11:23,,2021-12-16 11:12:50,None,,N,Old release,3,8,2,,3:2,,
384,209,209.0,,,Semi annual monitoring report received. Next monitoring event scheduled May 2023.,99.0,EPA,RP/Tribe/State Lead (no TF),Private,Gasoline,soil/gw,"""BTEX, MTBE, TPH""",No,,,,,,,,2014-02-11 10:52:22,LBRANDT,2023-05-03 14:38:51,,,Y,Release 1,,,1,,3:2,,
2119,2363,,,Unconditional,USTs discovered while widening highway.  SESD was dispached to evaluate site.,93.0,EPA,,,BTEX,Soil,BTEX,No,N,N,,,Y,,WSMITH2,2021-05-27 17:40:18,DSTOUT01,2022-10-26 17:26:19,None,,Y,Old gasoline release,,,,,3,,
2120,2372,2292.0,,Unconditional,Limited site investigation performed by SESD.  Thank & Line tightness tests revealed no equipment leaks.,93.0,EPA,,,BTEX & Diesel,Soil & groundwater,BTEX,No,N,N,,,Y,2009-03-18,WSMITH2,2021-05-27 17:46:57,,2021-12-16 11:12:50,None,,Y,Gasoline & diesel release,6,3,2,,3:2,,
2121,2373,2293.0,,Unconditional,,93.0,EPA,,,BTEX,Soil,BTEX,No,N,N,,,Y,2001-08-10,WSMITH2,2021-05-27 17:57:32,DSTOUT01,2022-10-27 11:47:59,None,,N,Old gasoline release,6,5,,,3,,
2122,2375,2295.0,,,,93.0,EPA,,,BTEX,Soil & groundwater,BTEX,No,,,,,,,WSMITH2,2021-05-27 18:04:01,DSTOUT01,2022-10-27 11:59:42,,,N,Old gasoline release,6,8,,,3:2,,
2123,2379,2299.0,,,,93.0,EPA,,,BTEX,Soil & groundwater,BTEX,No,,,,,,,WSMITH2,2021-05-27 18:05:47,DSTOUT01,2022-10-27 14:37:55,,,N,Old gasoline release,6,8,,,3:2,,
2124,2380,2300.0,,Unconditional,,93.0,EPA,,,BTEX,Soil & groundwater,BTEX,No,Y,N,,,Y,1992-07-14,WSMITH2,2021-05-27 18:17:15,DSTOUT01,2022-10-26 17:35:14,Annual,,Y,Old gasoline release,6,8,,,3:2,,
2125,42,,,Unconditional,,15.0,Tribe,,,,,,,N,,,,,,SPLATUK,2021-06-04 11:51:21,SPLATUK,2021-08-27 12:16:12,,,Y,Goulding's Lodge Tank Removal,1,6,,,,,
2128,1481,1402.0,,,,25.0,State,,,,,,,,,,,,,MRESTAIN,2021-07-30 15:41:35,,2022-10-06 09:03:06,,,Y,R5-0413,6,8,,,,,LS0021526
2130,3302,3222.0,7297.0,,Facility had a failed line leak test that was investigated. Failed components were tested and replaced followed by a subsequent line tightness test that passed.,95.0,EPA,,,Unleaded,Soil,,,,,,,,,MHENDRIX,2021-08-31 17:15:01,,2021-12-16 11:12:50,,,Y,August 2021 Release,1,1,,,3,,
2131,1606,1527.0,,Unconditional,,92.0,State,,,,,,,,,,,,,MRESTAIN,2021-09-02 15:50:37,MRESTAIN,2022-02-01 11:29:30,,,N,R5-0414,,,,,,,
2133,30,30.0,,Unconditional,,98.0,EPA,,,gasoline unleaded,soil,,No,N,N,N,,N,,SPLATUK,2021-09-07 19:12:41,GBIGGS,2022-06-03 12:10:17,,,N,Release 1,1,1:8:7,1,,3,,
352,508,507.0,,Conditional,,8.0,EPA,Region Lead w/TF,No Viable,Gasoline,soil,"""GRO, DRO, benzene, MTBE""",Yes,,Y,,,,,,2014-02-11 10:52:22,,2021-12-16 11:12:50,,,Y,Release 1,,,1,,3,,
470,141,142.0,,,,15.0,EPA,RP/Tribe/State Lead (no TF),Private,Gasoline,soil/gw,"""benzene, MTBE""",No,,,,,,,,2014-02-11 10:52:22,SPLATUK,2023-04-25 15:55:57,,,Y,Release 1,,,1,,3:2,,
603,587,587.0,,,,10.0,State,State Lead w/TF,Private,NA,NA,NA,No,,,,,,,,2014-02-11 10:52:23,,2021-12-16 11:12:50,,,,Release 1,,,11,,6,,
662,653,653.0,,,,10.0,EPA,None Yet,No Viable,,NA,NA,No,,,,,,,,2014-02-11 10:52:24,,2021-12-16 11:12:50,,,,Release 1,,,,,6,,
1049,2074,1995.0,,Unconditional,,27.0,EPA,,Tribe,,Soil,,No,N,,,,,,Lthomas,2019-09-23 00:00:00,,2021-12-16 11:12:50,,,Y,Release 1,,,,,3,,
1066,2144,2065.0,,Unconditional,,26.0,State,,NMED,,"Groundwater, Soil",,No,N,,,,,,Lthomas,2019-12-19 00:00:00,,2021-12-16 11:12:50,,,Y,Release 1,,,,,3:2,,
1079,2198,2119.0,,Unconditional,,27.0,EPA,,Tribe,,"Depth to Groundwater: 14, Groundwater, Soil",,No,N,,,,,,Lthomas,2020-01-09 00:00:00,,2021-12-16 11:12:50,,,Y,Release 1,,,,,3:2,Depth to Groundwater: 14,
858,1417,1338.0,,,Date Event Reported: 11/21/1989,20.0,State,,,,"Groundwater, Soil",,No,,,,,,,mrestaino,2020-04-03 00:00:00,MRESTAIN,2023-05-24 18:08:44,,,Y,R5-0161,,,41,,3:2,,C-0537-85
984,1708,1629.0,,,Date Event Reported: 02/22/1993,25.0,EPA,,,,"Groundwater, Soil",,No,,,,,,,mrestaino,2015-04-03 00:00:00,MRESTAIN,2023-05-24 17:51:10,,,Y,R5-0204,,,41,,3:2,,LS0006128
2067,8411,8331.0,,Unconditional,,83.0,,,,,"Depth to Groundwater: 9, Groundwater, Soil",,No,Y,,,,,,tchang,1990-09-06 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2,4,,,3:2,Depth to Groundwater: 9,
2071,8417,8337.0,,Unconditional,Date Event Reported: 10/19/1995 00:00:00,83.0,,,,,"Depth to Groundwater: 30, Soil",,No,Y,,,,,,CBoulind,1996-02-28 00:00:00,,2021-12-16 11:12:50,,,,Release 1,5,5,,,3:2,Depth to Groundwater: 30,
2016,8299,8219.0,,Conditional,Date Event Reported: 11/02/1990 00:00:00,75.0,,,,,"Depth to Groundwater: 4, Groundwater, Soil",,No,N,,,,,,CBoulind,1990-11-02 00:00:00,,2021-12-16 11:12:50,,,,Release 1,1:3,5,,,3:2,Depth to Groundwater: 4,
2142,2983,2903.0,6304.0,,,95.0,EPA,,,,,,,,,,,,,MHENDRIX,2022-04-08 14:02:45,MHENDRIX,2022-04-08 14:04:51,,,Y,Closure Release,2,5,2,,3,,
2143,55,55.0,,,"Release confirmed, preliminary site assessment currently scheduled for May.",99.0,EPA,,,,,,No,,,,,,,LBRANDT,2022-07-05 18:02:28,LBRANDT,2023-05-03 14:09:50,,,Y,Super K Chevron,1,7,1,,3:6,,
2145,656,656.0,,,"Need to determine RP for second release, opened after degraded gasoline was encountered during site assessment for 2020 release.",14.0,EPA,,,,,,,,,,,,,MCOSSON,2022-08-23 18:03:35,MCOSSON,2023-02-14 17:11:56,,,Y,Release 2 (older release),6,8,1,,3,,
2147,1539,1460.0,,,,92.0,EPA,,,,,,,,,,,,,MRESTAIN,2022-09-20 10:04:51,,,,,Y,R5-0421,,,2,,,,
833,1375,1296.0,,Unconditional,Date Event Reported: 12/14/1992,20.0,State,,,,"Groundwater, Soil",,No,Y,Y,,,,,jdowney,2015-06-08 00:00:00,MRESTAIN,2022-10-07 09:42:04,,,Y,R5-155,,,,,3:2,,C-2203-92
2153,2378,,,,,93.0,EPA,,,,,,,,,,,,,DSTOUT01,2022-10-27 15:40:17,DSTOUT01,2022-10-27 15:44:32,,,N,April 5 1993 Pit 1 Release,2,5,7,,2:5,,
2155,12598,,,,,94.0,EPA,,,,,,,,,,,,,DSTOUT01,2022-12-12 16:26:10,DSTOUT01,2022-12-12 16:27:24,,,N,Whitewater Drive Investigation,6,8,1,,2:3,,
2099,2385,2305.0,,,,89.0,EPA,,,,groundwater,"Groundwater- benzene, toluene, ethylbenzene, xylenes, MTBE, Naphthalene, TEH Waste Oil, TEH Diesel",,,,,,,,ASENA,2021-05-03 08:06:50,,2021-12-16 11:12:50,,,Y,NE-OR-2305-2012-L1,4,8,,,2,,
2100,2381,2301.0,,,,89.0,EPA,,,,Groundwater and soil,"groundwater- benzene, toluene, ethylbenzene, total xylenes, MTBE, n-Hexane, TEH (Gasoline), Soil-benzene, toluene, ethylbenzene, xylenes",,,,,,,,ASENA,2021-05-03 08:11:42,,2021-12-16 11:12:50,,,Y,NE-OR-2301-1997-L1,4,6,,,3:2,,
2101,2382,2302.0,,Conditional,,89.0,EPA,,,,soil and groundwater,"Soil- benzene, toluene, ethylbenzene, xylene, n-hexane, TEH (diesel), naphthalene, Groundwater- benzene, toluene, ethylbenzene, xylene, n-hexane, TEH (Diesel), naphthalene",No,Y,N,N,,N,,ASENA,2021-05-03 08:20:44,MPOMES,2023-04-25 14:38:38,None,,Y,NE-OT-2302-2002-L1,2,8,1,,3:2,,
2102,2401,2321.0,,,detected during line leak test of premium gasoline tank,88.0,EPA,,,premium gasoline,soil,"soil- benzene, ethylbenzene, naphthalene, toluene, xylene",,,,,,,,ASENA,2021-05-03 08:43:46,,2021-12-16 11:12:50,,,Y,KS-KT-2321-2019-L1,5,1,1,,3,,
2104,2393,2313.0,,Conditional,,88.0,EPA,,,,soil and groundwater,"Soil- Benzene, Groundwater- Benzene, Toluene, ethyl-benzene",,Y,N,,,,,ASENA,2021-05-03 08:53:30,MPOMES,2023-04-25 16:26:20,,,Y,NE-WT-2313-2019-L1,2,6,1,,3:2,,
2106,12477,12397.0,,Conditional,leak detected during line leak test,88.0,EPA,,,gasoline,Groundwater,"Groundwater- benzene, ethyl-benzene, TEH Diesel",,Y,N,,,,,ASENA,2021-05-05 08:46:22,MPOMES,2023-04-25 16:28:20,,,Y,NE-WT-12397-1995-L1,1,1,1,,2,,
987,1713,1634.0,,Unconditional,,17.0,State,,,,,,No,N,,,,,,mrestaino,2017-01-11 00:00:00,,2022-10-06 09:03:06,,,Y,R5-0096,,,,,,,LS0001197
2109,1450,1371.0,,,,30.0,EPA,,,,,,,,,,,,,ZHUNT,2021-05-18 13:33:03,MRESTAIN,2022-02-01 11:31:32,,,Y,R5-0410,,,,,,,
2144,7964,,,Unconditional,,80.0,EPA,,,,,,,N,N,,,,,CBOULIND,2022-08-02 14:12:47,CBOULIND,2023-01-03 17:13:38,,,N,Release 1,5,6,2,,3,,
2148,40,40.0,,Unconditional,,98.0,Tribe,,,,,,,Y,Y,,,,,SPLATUK,2022-09-29 16:51:22,GBIGGS,2023-06-29 16:08:57,,,Y,Historic Release,,,41,,,,
2154,2360,,,,,94.0,EPA,,,,,,Yes,,,,,,,DSTOUT01,2022-12-02 10:25:43,DSTOUT01,2022-12-02 10:28:39,,,N,Cherokee Texaco (Adjacent to Soco Creek and Harrah's Casino) - Release,6,6,1:2,,2:3,,
441,118,118.0,,,Awaiting semi annual monitoring report. Report delayed due to unexpected medical leave of consultant. Robert Moss of Thriftway has officially transferred reporting task to Animas,99.0,EPA,RP/Tribe/State Lead (no TF),Private,Gasoline,soil/gw,"""BTEX, MTBE, DCE, naphthalene""",No,,,,,,,,2014-02-11 10:52:22,LBRANDT,2023-03-13 19:12:13,,,Y,Release 1,,,1,,,,
2157,1523,1444.0,,,,25.0,State,,,,,,,,,,,,,MRESTAIN,2023-03-27 11:25:52,MRESTAIN,2023-03-27 11:36:39,,,Y,R5-0428,,,7,,,,LS0021664
2160,1601,1522.0,,,,25.0,EPA,,,,,,,,,,,,,MRESTAIN,2023-04-13 09:16:37,MRESTAIN,2023-05-24 17:44:32,,,Y,R5-0432,,,1,,,,
2161,2972,,,,"Per SD letter on release:
Petroleum-hydrocarbon concentrations were detected while removing the tank system, but concentrations did not exceed Tier 1 Action Levels or the Tier 1 trigger level of 500 ppm for total petroleum hydrocarbons.",96.0,EPA,,,,,,,,,,,,,MHENDRIX,2023-04-14 10:58:41,MHENDRIX,2023-04-14 11:10:22,,,Y,Tank Pull Release,6,6,41,,3,,
2108,2321,2241.0,,,A tour bus from ESC Bus company spilled approximately 20-30 gallons of diesel while fueling at dispenser #27. Fuel stopped before reaching catch basin. Cleaned up with Speedy Dry. ,91.0,Tribe,,,Diesel,Ground/Dispenser Pad,Diesel,No,N,N,,,,,ABELAND,2021-05-06 16:16:11,ABELAND,2023-01-24 09:21:38,None,,Y,Pequot Outpost,4,4,2,,4,,
2110,1567,1488.0,,Unconditional,,92.0,State,,,,,,,N,N,,,,,MRESTAIN,2021-05-21 10:22:10,,2022-10-06 09:03:06,,,N,R5-0411,,,,,,,LS0011791
609,597,597.0,,,,98.0,Tribe,Tribal Lead w/TF,No Viable,Gasoline,soil,"""BTEX, TPH""",Yes,,,,,,,,2014-02-11 10:52:23,,2021-12-16 11:12:50,,,Y,Release 1,,,1,,3,,
2135,3090,3010.0,,,,97.0,EPA,,,,,,,,,,,,,MHENDRIX,2021-10-08 13:06:39,,,,,Y,July 2021 release,,,,,,,
2136,1307,1228.0,,Unconditional,EPA issued a letter to the responsible party and tribe indicating that this above ground release from a delivery mishap was considered a leaking underground storage tank release.  The trucking company took the lead in addressing the release.,22.0,EPA,,,Diesel,"Soil, Vegetation",PAHs,No,N,N,N,,N,,SKAMKE,2021-12-15 15:56:42,MRESTAIN,2022-02-01 11:26:59,None,,Y,R5-0417,4:3,4,2,,3,,
2139,3189,3109.0,7004.0,,Release identified during excavation activities and subsequent removal of tanks. ,95.0,EPA,,,,,,Yes,,,,,,,JFITZGIB,2022-02-25 10:41:47,,,,,Y,October 2021 Release,2,6,1:2,,2:3,,
2140,8240,8160.0,,Unconditional,,80.0,EPA,,,,,"BTEX, TPH-Gx",No,N,N,N,,N,,RRAU,2022-03-22 13:26:19,CBOULIND,2022-08-02 13:57:49,,,N,Release 2,1,5,1,,3,,
2149,3160,3080.0,,,,95.0,EPA,,,,,,,,,,,,,MHENDRIX,2022-10-12 17:53:05,,,,,Y,August 2022 Release,,,,,,,
910,1521,1442.0,,Unconditional,"State NFA Only.  No EPA NFA Issued.

Date Event Reported: 01/07/2013",17.0,State,,,,,,No,N,,,,,,mrestaino,2020-04-27 00:00:00,MRESTAIN,2023-01-23 14:56:46,,,Y,R5-348,,,,,,,LS0019020
555,72,72.0,,,NNEPA Contract executed. Currently scoping next steps for Site remediation and drafting PWS.,99.0,Tribe,Tribal Lead w/TF,No Viable,Gasoline,soil/gw,"""GRO, DRO, benzene, DCE""",Yes,,,,,,,,2014-02-11 10:52:23,LBRANDT,2023-05-03 14:34:03,,,Y,Release 1,,,1,,3:2,,
